#1+z Log10(Mass/Msun) Log10(Median_SFR_for_SF_Halos/(Msun/yr)) One-sigma-uncertainty(dex)
4.9204 12.25 2.2532 0.127848
4.9204 12.3 2.31191 0.122352
4.9204 12.35 2.36103 0.120305
4.9204 12.4 2.40019 0.121956
4.9204 12.45 2.42941 0.126008
4.9204 12.5 2.44914 0.129628
4.9204 12.55 2.46017 0.139749
4.9204 12.6 2.46354 0.153211
4.9204 12.65 2.46044 0.171049
4.9204 12.7 2.45204 0.197443
4.9204 12.75 2.43942 0.222386
4.9204 12.8 2.42353 0.252654
4.9204 12.85 2.40514 0.280511
4.9204 12.9 2.38487 0.30834
4.9204 12.95 2.3632 0.337094
4.9204 13 2.34048 0.365213
4.9204 13.05 2.31696 0.398619
4.9204 13.1 2.29284 0.426674
4.9204 13.15 2.26827 0.469086
4.9204 13.2 2.24335 0.504951
4.9204 13.25 2.21817 0.537445
4.9204 13.3 2.19278 0.573033
4.9204 13.35 2.16725 0.607374
4.9204 13.4 2.14159 0.644873
4.96592 10 -2.28043 0.154374
4.96592 10.05 -2.17629 0.146453
4.96592 10.1 -2.07214 0.141216
4.96592 10.15 -1.968 0.136638
4.96592 10.2 -1.86386 0.130661
4.96592 10.25 -1.75972 0.125488
4.96592 10.3 -1.65557 0.121938
4.96592 10.35 -1.55143 0.118983
4.96592 10.4 -1.44729 0.112576
4.96592 10.45 -1.34315 0.10883
4.96592 10.5 -1.23901 0.107888
4.96592 10.55 -1.13487 0.104459
4.96592 10.6 -1.03073 0.102359
4.96592 10.65 -0.926587 0.101925
4.96592 10.7 -0.822449 0.100648
4.96592 10.75 -0.718313 0.100447
4.96592 10.8 -0.614179 0.0990471
4.96592 10.85 -0.510047 0.0985275
4.96592 10.9 -0.40592 0.100021
4.96592 10.95 -0.301797 0.10199
4.96592 11 -0.197682 0.102046
4.96592 11.05 -0.0935768 0.10108
4.96592 11.1 0.0105162 0.10164
4.96592 11.15 0.114593 0.10259
4.96592 11.2 0.218647 0.107428
4.96592 11.25 0.322675 0.109543
4.96592 11.3 0.42667 0.113716
4.96592 11.35 0.530624 0.118122
4.96592 11.4 0.634533 0.121453
4.96592 11.45 0.738393 0.125236
4.96592 11.5 0.842198 0.128938
4.96592 11.55 0.945946 0.13113
4.96592 11.6 1.04962 0.135015
4.96592 11.65 1.1532 0.135862
4.96592 11.7 1.2566 0.137598
4.96592 11.75 1.35971 0.139005
4.96592 11.8 1.4623 0.140308
4.96592 11.85 1.56405 0.140184
4.96592 11.9 1.66449 0.140987
4.96592 11.95 1.76302 0.141091
4.96592 12 1.85886 0.142115
4.96592 12.05 1.95113 0.139643
4.96592 12.1 2.03881 0.136455
4.96592 12.15 2.1208 0.133757
4.96592 12.2 2.19597 0.131503
4.96592 12.25 2.26322 0.129213
4.96592 12.3 2.32158 0.123225
4.96592 12.35 2.37033 0.121828
4.96592 12.4 2.40907 0.122553
4.96592 12.45 2.43784 0.127748
4.96592 12.5 2.45708 0.129738
4.96592 12.55 2.4676 0.139568
4.96592 12.6 2.47046 0.154513
4.96592 12.65 2.46683 0.169903
4.96592 12.7 2.45789 0.19764
4.96592 12.75 2.44474 0.224866
4.96592 12.8 2.42831 0.25425
4.96592 12.85 2.40939 0.277876
4.96592 12.9 2.38859 0.308763
4.96592 12.95 2.36638 0.340014
4.96592 13 2.34311 0.369706
4.96592 13.05 2.31906 0.40172
4.96592 13.1 2.2944 0.434946
4.96592 13.15 2.26929 0.471302
4.96592 13.2 2.24384 0.504465
4.96592 13.25 2.21813 0.536269
4.96592 13.3 2.19222 0.574239
4.96592 13.35 2.16616 0.609206
4.96592 13.4 2.13999 0.647938
5.01187 10 -2.26396 0.153974
5.01187 10.05 -2.1599 0.14864
5.01187 10.1 -2.05585 0.141745
5.01187 10.15 -1.95179 0.137459
5.01187 10.2 -1.84774 0.132055
5.01187 10.25 -1.74369 0.125117
5.01187 10.3 -1.63963 0.121102
5.01187 10.35 -1.53558 0.119219
5.01187 10.4 -1.43152 0.113933
5.01187 10.45 -1.32747 0.108948
5.01187 10.5 -1.22342 0.106506
5.01187 10.55 -1.11936 0.104683
5.01187 10.6 -1.01531 0.102428
5.01187 10.65 -0.911259 0.101774
5.01187 10.7 -0.807209 0.0998989
5.01187 10.75 -0.70316 0.100228
5.01187 10.8 -0.599114 0.0995719
5.01187 10.85 -0.49507 0.0984644
5.01187 10.9 -0.39103 0.100775
5.01187 10.95 -0.286996 0.101889
5.01187 11 -0.182968 0.101721
5.01187 11.05 -0.0789501 0.100109
5.01187 11.1 0.0250556 0.10209
5.01187 11.15 0.129045 0.102835
5.01187 11.2 0.233013 0.107643
5.01187 11.25 0.336953 0.109595
5.01187 11.3 0.44086 0.113946
5.01187 11.35 0.544726 0.118299
5.01187 11.4 0.648545 0.121301
5.01187 11.45 0.75231 0.125713
5.01187 11.5 0.856016 0.128567
5.01187 11.55 0.959654 0.131999
5.01187 11.6 1.06321 0.135391
5.01187 11.65 1.16664 0.136009
5.01187 11.7 1.26988 0.138369
5.01187 11.75 1.37279 0.140126
5.01187 11.8 1.47516 0.141097
5.01187 11.85 1.57665 0.14124
5.01187 11.9 1.67682 0.142177
5.01187 11.95 1.77505 0.141965
5.01187 12 1.8706 0.141498
5.01187 12.05 1.96256 0.139535
5.01187 12.1 2.04993 0.137534
5.01187 12.15 2.13162 0.135334
5.01187 12.2 2.20647 0.132368
5.01187 12.25 2.27338 0.128581
5.01187 12.3 2.33138 0.123846
5.01187 12.35 2.37971 0.122819
5.01187 12.4 2.418 0.12317
5.01187 12.45 2.44628 0.129152
5.01187 12.5 2.46499 0.129247
5.01187 12.55 2.47496 0.141714
5.01187 12.6 2.47726 0.155621
5.01187 12.65 2.47307 0.171299
5.01187 12.7 2.46358 0.199695
5.01187 12.75 2.44987 0.226565
5.01187 12.8 2.43289 0.253607
5.01187 12.85 2.41342 0.282274
5.01187 12.9 2.39206 0.31025
5.01187 12.95 2.3693 0.341483
5.01187 13 2.34549 0.374395
5.01187 13.05 2.32088 0.405454
5.01187 13.1 2.29569 0.440825
5.01187 13.15 2.27004 0.473396
5.01187 13.2 2.24405 0.508586
5.01187 13.25 2.2178 0.540656
5.01187 13.3 2.19136 0.576653
5.01187 13.35 2.16477 0.614504
5.01187 13.4 2.13807 0.646854
5.05825 10 -2.24738 0.153676
5.05825 10.05 -2.14341 0.149718
5.05825 10.1 -2.03944 0.141969
5.05825 10.15 -1.93547 0.136136
5.05825 10.2 -1.83151 0.13095
5.05825 10.25 -1.72754 0.12508
5.05825 10.3 -1.62357 0.120277
5.05825 10.35 -1.5196 0.119536
5.05825 10.4 -1.41564 0.113389
5.05825 10.45 -1.31167 0.108525
5.05825 10.5 -1.2077 0.105691
5.05825 10.55 -1.10374 0.104291
5.05825 10.6 -0.999773 0.102473
5.05825 10.65 -0.895808 0.101833
5.05825 10.7 -0.791845 0.100873
5.05825 10.75 -0.687883 0.10011
5.05825 10.8 -0.583924 0.0996362
5.05825 10.85 -0.479967 0.0985456
5.05825 10.9 -0.376014 0.100653
5.05825 10.95 -0.272066 0.102418
5.05825 11 -0.168125 0.101218
5.05825 11.05 -0.0641931 0.100675
5.05825 11.1 0.0397262 0.101722
5.05825 11.15 0.143629 0.103446
5.05825 11.2 0.247511 0.108033
5.05825 11.25 0.351365 0.109858
5.05825 11.3 0.455185 0.113705
5.05825 11.35 0.558964 0.118458
5.05825 11.4 0.662693 0.121737
5.05825 11.45 0.766366 0.126097
5.05825 11.5 0.869973 0.128501
5.05825 11.55 0.973504 0.131554
5.05825 11.6 1.07694 0.135546
5.05825 11.65 1.18023 0.136586
5.05825 11.7 1.28331 0.139264
5.05825 11.75 1.38603 0.140952
5.05825 11.8 1.48818 0.141853
5.05825 11.85 1.58944 0.141468
5.05825 11.9 1.68934 0.142547
5.05825 11.95 1.78728 0.142532
5.05825 12 1.88253 0.140933
5.05825 12.05 1.97419 0.139927
5.05825 12.1 2.06126 0.138426
5.05825 12.15 2.14262 0.136361
5.05825 12.2 2.21714 0.132721
5.05825 12.25 2.28369 0.128535
5.05825 12.3 2.34129 0.124748
5.05825 12.35 2.38917 0.122261
5.05825 12.4 2.42697 0.124122
5.05825 12.45 2.45471 0.129203
5.05825 12.5 2.47285 0.131035
5.05825 12.55 2.48224 0.142684
5.05825 12.6 2.48395 0.156552
5.05825 12.65 2.47917 0.173062
5.05825 12.7 2.46909 0.20141
5.05825 12.75 2.4548 0.229352
5.05825 12.8 2.43725 0.25473
5.05825 12.85 2.41721 0.283127
5.05825 12.9 2.39529 0.309347
5.05825 12.95 2.37197 0.346129
5.05825 13 2.34759 0.380119
5.05825 13.05 2.32244 0.409152
5.05825 13.1 2.29668 0.442144
5.05825 13.15 2.27049 0.485411
5.05825 13.2 2.24395 0.518626
5.05825 13.25 2.21717 0.547113
5.05825 13.3 2.19019 0.580704
5.05825 13.35 2.16306 0.61556
5.10505 10 -2.23068 0.153522
5.10505 10.05 -2.1268 0.148506
5.10505 10.1 -2.02292 0.142046
5.10505 10.15 -1.91904 0.134435
5.10505 10.2 -1.81515 0.130608
5.10505 10.25 -1.71127 0.124676
5.10505 10.3 -1.60739 0.11893
5.10505 10.35 -1.50351 0.118841
5.10505 10.4 -1.39963 0.113931
5.10505 10.45 -1.29575 0.108675
5.10505 10.5 -1.19187 0.104129
5.10505 10.55 -1.08799 0.104657
5.10505 10.6 -0.984109 0.102316
5.10505 10.65 -0.880231 0.101919
5.10505 10.7 -0.776354 0.101161
5.10505 10.75 -0.672478 0.100139
5.10505 10.8 -0.568604 0.0996042
5.10505 10.85 -0.464733 0.0986525
5.10505 10.9 -0.360866 0.100609
5.10505 10.95 -0.257004 0.101341
5.10505 11 -0.153148 0.101623
5.10505 11.05 -0.0493023 0.101338
5.10505 11.1 0.0545315 0.101881
5.10505 11.15 0.158349 0.104062
5.10505 11.2 0.262145 0.107149
5.10505 11.25 0.365914 0.109623
5.10505 11.3 0.469649 0.113653
5.10505 11.35 0.573341 0.118436
5.10505 11.4 0.676982 0.122175
5.10505 11.45 0.780563 0.125676
5.10505 11.5 0.884074 0.128531
5.10505 11.55 0.987499 0.131245
5.10505 11.6 1.09081 0.135061
5.10505 11.65 1.19397 0.136742
5.10505 11.7 1.29689 0.139181
5.10505 11.75 1.39944 0.141177
5.10505 11.8 1.50138 0.14261
5.10505 11.85 1.6024 0.14259
5.10505 11.9 1.70204 0.143165
5.10505 11.95 1.79971 0.142626
5.10505 12 1.89466 0.14169
5.10505 12.05 1.98602 0.140277
5.10505 12.1 2.07277 0.138991
5.10505 12.15 2.15381 0.136591
5.10505 12.2 2.22798 0.133016
5.10505 12.25 2.29414 0.128594
5.10505 12.3 2.3513 0.12497
5.10505 12.35 2.3987 0.121911
5.10505 12.4 2.43596 0.123634
5.10505 12.45 2.46312 0.129719
5.10505 12.5 2.48066 0.132465
5.10505 12.55 2.48942 0.14467
5.10505 12.6 2.4905 0.157947
5.10505 12.65 2.4851 0.176419
5.10505 12.7 2.47441 0.202408
5.10505 12.75 2.45952 0.229813
5.10505 12.8 2.44138 0.256699
5.10505 12.85 2.42075 0.283986
5.10505 12.9 2.39826 0.311377
5.10505 12.95 2.37436 0.347558
5.10505 13 2.34942 0.385446
5.10505 13.05 2.3237 0.418447
5.10505 13.1 2.29739 0.451157
5.10505 13.15 2.27064 0.491131
5.10505 13.2 2.24356 0.522174
5.10505 13.25 2.21622 0.555758
5.10505 13.3 2.1887 0.583524
5.10505 13.35 2.16103 0.619176
5.15229 10 -2.21387 0.153283
5.15229 10.05 -2.11007 0.148986
5.15229 10.1 -2.00628 0.140748
5.15229 10.15 -1.90248 0.135699
5.15229 10.2 -1.79869 0.129108
5.15229 10.25 -1.69489 0.124822
5.15229 10.3 -1.59109 0.119703
5.15229 10.35 -1.4873 0.117809
5.15229 10.4 -1.3835 0.112314
5.15229 10.45 -1.27971 0.10913
5.15229 10.5 -1.17591 0.104495
5.15229 10.55 -1.07212 0.104538
5.15229 10.6 -0.968322 0.103043
5.15229 10.65 -0.864528 0.101189
5.15229 10.7 -0.760736 0.101168
5.15229 10.75 -0.656945 0.0991916
5.15229 10.8 -0.553157 0.0998611
5.15229 10.85 -0.449371 0.0993918
5.15229 10.9 -0.345588 0.100853
5.15229 10.95 -0.241811 0.100196
5.15229 11 -0.13804 0.101264
5.15229 11.05 -0.0342789 0.102438
5.15229 11.1 0.0694703 0.10217
5.15229 11.15 0.173203 0.104648
5.15229 11.2 0.276915 0.106363
5.15229 11.25 0.3806 0.109083
5.15229 11.3 0.484249 0.113854
5.15229 11.35 0.587856 0.11828
5.15229 11.4 0.69141 0.122605
5.15229 11.45 0.794901 0.125727
5.15229 11.5 0.898316 0.128941
5.15229 11.55 1.00164 0.132081
5.15229 11.6 1.10484 0.134709
5.15229 11.65 1.20787 0.136847
5.15229 11.7 1.31064 0.139019
5.15229 11.75 1.413 0.14217
5.15229 11.8 1.51475 0.142677
5.15229 11.85 1.61554 0.143699
5.15229 11.9 1.71493 0.144076
5.15229 11.95 1.81232 0.143199
5.15229 12 1.90699 0.143488
5.15229 12.05 1.99804 0.143067
5.15229 12.1 2.08448 0.140523
5.15229 12.15 2.16517 0.137051
5.15229 12.2 2.23897 0.13225
5.15229 12.25 2.30472 0.128364
5.15229 12.3 2.36141 0.125033
5.15229 12.35 2.40829 0.122114
5.15229 12.4 2.44498 0.124113
5.15229 12.45 2.47152 0.129951
5.15229 12.5 2.4884 0.134445
5.15229 12.55 2.4965 0.146209
5.15229 12.6 2.49692 0.157729
5.15229 12.65 2.49087 0.176942
5.15229 12.7 2.47954 0.202227
5.15229 12.75 2.46403 0.22878
5.15229 12.8 2.44527 0.257651
5.15229 12.85 2.42405 0.28588
5.15229 12.9 2.40096 0.315216
5.15229 12.95 2.37648 0.35429
5.15229 13 2.35097 0.388815
5.15229 13.05 2.32467 0.423418
5.15229 13.1 2.2978 0.457334
5.15229 13.15 2.27049 0.495788
5.15229 13.2 2.24285 0.527878
5.15229 13.25 2.21496 0.554596
5.15229 13.3 2.18689 0.585414
5.15229 13.35 2.15868 0.619211
5.19996 10 -2.19695 0.153628
5.19996 10.05 -2.09324 0.147412
5.19996 10.1 -1.98953 0.141787
5.19996 10.15 -1.88581 0.135182
5.19996 10.2 -1.7821 0.128582
5.19996 10.25 -1.67839 0.124766
5.19996 10.3 -1.57468 0.119973
5.19996 10.35 -1.47097 0.117733
5.19996 10.4 -1.36725 0.113217
5.19996 10.45 -1.26354 0.109267
5.19996 10.5 -1.15983 0.104813
5.19996 10.55 -1.05612 0.103808
5.19996 10.6 -0.952412 0.103286
5.19996 10.65 -0.848702 0.100903
5.19996 10.7 -0.744994 0.100843
5.19996 10.75 -0.641287 0.0980767
5.19996 10.8 -0.537583 0.0997068
5.19996 10.85 -0.433881 0.0993325
5.19996 10.9 -0.330182 0.100662
5.19996 10.95 -0.226489 0.100628
5.19996 11 -0.122802 0.100897
5.19996 11.05 -0.0191242 0.103149
5.19996 11.1 0.0845415 0.102433
5.19996 11.15 0.188191 0.105239
5.19996 11.2 0.291819 0.106171
5.19996 11.25 0.39542 0.108628
5.19996 11.3 0.498986 0.113694
5.19996 11.35 0.602508 0.118037
5.19996 11.4 0.705976 0.122087
5.19996 11.45 0.809378 0.125515
5.19996 11.5 0.9127 0.129423
5.19996 11.55 1.01592 0.133073
5.19996 11.6 1.11901 0.135151
5.19996 11.65 1.22191 0.137082
5.19996 11.7 1.32453 0.139396
5.19996 11.75 1.42673 0.142911
5.19996 11.8 1.52828 0.143033
5.19996 11.85 1.62885 0.144478
5.19996 11.9 1.72799 0.144939
5.19996 11.95 1.82512 0.143398
5.19996 12 1.9195 0.143965
5.19996 12.05 2.01025 0.14369
5.19996 12.1 2.09636 0.141388
5.19996 12.15 2.1767 0.137007
5.19996 12.2 2.2501 0.132626
5.19996 12.25 2.31542 0.127633
5.19996 12.3 2.37161 0.125141
5.19996 12.35 2.41793 0.12388
5.19996 12.4 2.454 0.125472
5.19996 12.45 2.47987 0.130158
5.19996 12.5 2.49607 0.135578
5.19996 12.55 2.50347 0.14583
5.19996 12.6 2.50319 0.160165
5.19996 12.65 2.49645 0.178987
5.19996 12.7 2.48446 0.203816
5.19996 12.75 2.4683 0.230275
5.19996 12.8 2.44892 0.258909
5.19996 12.85 2.42708 0.289456
5.19996 12.9 2.40339 0.322965
5.19996 12.95 2.37832 0.359222
5.19996 13 2.35222 0.391895
5.19996 13.05 2.32535 0.433821
5.19996 13.1 2.2979 0.465446
5.19996 13.15 2.27002 0.49848
5.19996 13.2 2.24182 0.530039
5.19996 13.25 2.21338 0.567339
5.19996 13.3 2.18475 0.594808
5.24807 10 -2.17992 0.153236
5.24807 10.05 -2.07629 0.14754
5.24807 10.1 -1.97266 0.142654
5.24807 10.15 -1.86903 0.135821
5.24807 10.2 -1.7654 0.129218
5.24807 10.25 -1.66177 0.125143
5.24807 10.3 -1.55814 0.119755
5.24807 10.35 -1.45452 0.116454
5.24807 10.4 -1.35089 0.113931
5.24807 10.45 -1.24726 0.109086
5.24807 10.5 -1.14363 0.105465
5.24807 10.55 -1.04 0.102471
5.24807 10.6 -0.936376 0.103684
5.24807 10.65 -0.83275 0.101373
5.24807 10.7 -0.729125 0.100605
5.24807 10.75 -0.625501 0.0979302
5.24807 10.8 -0.521879 0.0998004
5.24807 10.85 -0.41826 0.0988915
5.24807 10.9 -0.314645 0.101052
5.24807 10.95 -0.211034 0.10091
5.24807 11 -0.10743 0.100481
5.24807 11.05 -0.0038349 0.103105
5.24807 11.1 0.0997481 0.102622
5.24807 11.15 0.203315 0.105484
5.24807 11.2 0.306861 0.106493
5.24807 11.25 0.410379 0.108121
5.24807 11.3 0.513862 0.113854
5.24807 11.35 0.617301 0.11819
5.24807 11.4 0.720684 0.121541
5.24807 11.45 0.823998 0.125474
5.24807 11.5 0.927228 0.129431
5.24807 11.55 1.03035 0.132577
5.24807 11.6 1.13333 0.134948
5.24807 11.65 1.2361 0.137616
5.24807 11.7 1.33858 0.139355
5.24807 11.75 1.44062 0.143205
5.24807 11.8 1.54197 0.143015
5.24807 11.85 1.64233 0.143859
5.24807 11.9 1.74123 0.144589
5.24807 11.95 1.8381 0.144522
5.24807 12 1.93219 0.1446
5.24807 12.05 2.02264 0.145054
5.24807 12.1 2.10841 0.1422
5.24807 12.15 2.18839 0.136657
5.24807 12.2 2.26138 0.13221
5.24807 12.25 2.32622 0.128015
5.24807 12.3 2.38189 0.126046
5.24807 12.35 2.42761 0.122704
5.24807 12.4 2.46302 0.124848
5.24807 12.45 2.48819 0.130217
5.24807 12.5 2.50365 0.138272
5.24807 12.55 2.51031 0.149468
5.24807 12.6 2.5093 0.160817
5.24807 12.65 2.50185 0.181175
5.24807 12.7 2.48917 0.205782
5.24807 12.75 2.47235 0.233227
5.24807 12.8 2.45232 0.259341
5.24807 12.85 2.42985 0.294444
5.24807 12.9 2.40554 0.328244
5.24807 12.95 2.37987 0.365747
5.24807 13 2.35317 0.407585
5.24807 13.05 2.32571 0.442657
5.24807 13.1 2.29769 0.473127
5.24807 13.15 2.26923 0.50703
5.24807 13.2 2.24046 0.53974
5.24807 13.25 2.21146 0.574302
5.24807 13.3 2.18227 0.605918
5.29663 10 -2.16278 0.153758
5.29663 10.05 -2.05923 0.147862
5.29663 10.1 -1.95568 0.141349
5.29663 10.15 -1.85214 0.135789
5.29663 10.2 -1.74859 0.130477
5.29663 10.25 -1.64504 0.125143
5.29663 10.3 -1.5415 0.121443
5.29663 10.35 -1.43795 0.116961
5.29663 10.4 -1.3344 0.113238
5.29663 10.45 -1.23086 0.11028
5.29663 10.5 -1.12731 0.104858
5.29663 10.55 -1.02376 0.102912
5.29663 10.6 -0.920219 0.102817
5.29663 10.65 -0.816675 0.101943
5.29663 10.7 -0.713132 0.100103
5.29663 10.75 -0.60959 0.098177
5.29663 10.8 -0.50605 0.0999371
5.29663 10.85 -0.402513 0.0987048
5.29663 10.9 -0.29898 0.100964
5.29663 10.95 -0.195451 0.100837
5.29663 11 -0.0919285 0.101154
5.29663 11.05 0.0115849 0.102223
5.29663 11.1 0.115086 0.102549
5.29663 11.15 0.218572 0.105635
5.29663 11.2 0.322036 0.106494
5.29663 11.25 0.425473 0.108746
5.29663 11.3 0.528874 0.113702
5.29663 11.35 0.63223 0.11783
5.29663 11.4 0.735529 0.121162
5.29663 11.45 0.838757 0.125571
5.29663 11.5 0.941895 0.129353
5.29663 11.55 1.04492 0.132964
5.29663 11.6 1.14779 0.134922
5.29663 11.65 1.25044 0.137824
5.29663 11.7 1.35279 0.140597
5.29663 11.75 1.45466 0.143307
5.29663 11.8 1.55583 0.142871
5.29663 11.85 1.65598 0.143773
5.29663 11.9 1.75465 0.144896
5.29663 11.95 1.85126 0.145523
5.29663 12 1.94507 0.146796
5.29663 12.05 2.0352 0.146867
5.29663 12.1 2.12063 0.142125
5.29663 12.15 2.20023 0.137565
5.29663 12.2 2.27279 0.132386
5.29663 12.25 2.33713 0.128796
5.29663 12.3 2.39223 0.126375
5.29663 12.35 2.43731 0.123264
5.29663 12.4 2.47202 0.126097
5.29663 12.45 2.49644 0.129852
5.29663 12.5 2.51114 0.1384
5.29663 12.55 2.51702 0.151855
5.29663 12.6 2.51525 0.162665
5.29663 12.65 2.50705 0.182254
5.29663 12.7 2.49366 0.205778
5.29663 12.75 2.47614 0.234728
5.29663 12.8 2.45545 0.265354
5.29663 12.85 2.43234 0.299523
5.29663 12.9 2.4074 0.333481
5.29663 12.95 2.38112 0.374336
5.29663 13 2.35382 0.411033
5.29663 13.05 2.32576 0.442232
5.29663 13.1 2.29715 0.476547
5.29663 13.15 2.26812 0.510356
5.29663 13.2 2.23877 0.542594
5.29663 13.25 2.2092 0.579297
5.34564 10 -2.14552 0.153274
5.34564 10.05 -2.04206 0.14939
5.34564 10.1 -1.93859 0.141201
5.34564 10.15 -1.83512 0.136024
5.34564 10.2 -1.73166 0.130833
5.34564 10.25 -1.62819 0.12378
5.34564 10.3 -1.52473 0.119995
5.34564 10.35 -1.42126 0.117127
5.34564 10.4 -1.3178 0.113418
5.34564 10.45 -1.21433 0.111474
5.34564 10.5 -1.11086 0.106229
5.34564 10.55 -1.0074 0.102191
5.34564 10.6 -0.903936 0.102259
5.34564 10.65 -0.800473 0.101128
5.34564 10.7 -0.697011 0.0993777
5.34564 10.75 -0.59355 0.0984535
5.34564 10.8 -0.490091 0.0998631
5.34564 10.85 -0.386635 0.0990968
5.34564 10.9 -0.283182 0.101077
5.34564 10.95 -0.179734 0.100468
5.34564 11 -0.0762926 0.101444
5.34564 11.05 0.0271401 0.101993
5.34564 11.1 0.130561 0.102902
5.34564 11.15 0.233966 0.105319
5.34564 11.2 0.33735 0.106026
5.34564 11.25 0.440706 0.109827
5.34564 11.3 0.544026 0.113795
5.34564 11.35 0.6473 0.117459
5.34564 11.4 0.750517 0.121077
5.34564 11.45 0.853659 0.125877
5.34564 11.5 0.956708 0.129102
5.34564 11.55 1.05964 0.132808
5.34564 11.6 1.1624 0.135464
5.34564 11.65 1.26494 0.138199
5.34564 11.7 1.36714 0.141612
5.34564 11.75 1.46886 0.143515
5.34564 11.8 1.56986 0.143104
5.34564 11.85 1.6698 0.14413
5.34564 11.9 1.76824 0.145601
5.34564 11.95 1.86459 0.146593
5.34564 12 1.95811 0.146661
5.34564 12.05 2.04793 0.14724
5.34564 12.1 2.13301 0.142505
5.34564 12.15 2.21221 0.13837
5.34564 12.2 2.28432 0.132343
5.34564 12.25 2.34814 0.129246
5.34564 12.3 2.40263 0.126436
5.34564 12.35 2.44703 0.124076
5.34564 12.4 2.481 0.127719
5.34564 12.45 2.50463 0.130299
5.34564 12.5 2.51851 0.140598
5.34564 12.55 2.52358 0.155323
5.34564 12.6 2.52101 0.163055
5.34564 12.65 2.51204 0.182451
5.34564 12.7 2.49791 0.207064
5.34564 12.75 2.47968 0.234773
5.34564 12.8 2.45831 0.271125
5.34564 12.85 2.43454 0.30531
5.34564 12.9 2.40897 0.338338
5.34564 12.95 2.38205 0.376054
5.34564 13 2.35414 0.410761
5.34564 13.05 2.32549 0.448445
5.34564 13.1 2.29628 0.480533
5.34564 13.15 2.26666 0.515194
5.34564 13.2 2.23674 0.552619
5.34564 13.25 2.20659 0.579315
5.39511 10 -2.12816 0.153199
5.39511 10.05 -2.02477 0.14713
5.39511 10.1 -1.92139 0.140523
5.39511 10.15 -1.818 0.135803
5.39511 10.2 -1.71461 0.130707
5.39511 10.25 -1.61123 0.124429
5.39511 10.3 -1.50784 0.118988
5.39511 10.35 -1.40446 0.117436
5.39511 10.4 -1.30107 0.114517
5.39511 10.45 -1.19769 0.111179
5.39511 10.5 -1.0943 0.106406
5.39511 10.55 -0.990916 0.103255
5.39511 10.6 -0.887532 0.101715
5.39511 10.65 -0.784149 0.101021
5.39511 10.7 -0.680767 0.0987674
5.39511 10.75 -0.577386 0.0985399
5.39511 10.8 -0.474007 0.0995782
5.39511 10.85 -0.37063 0.0991598
5.39511 10.9 -0.267257 0.100888
5.39511 10.95 -0.163889 0.102044
5.39511 11 -0.0605269 0.1009
5.39511 11.05 0.0428262 0.101257
5.39511 11.1 0.146167 0.102841
5.39511 11.15 0.249493 0.104696
5.39511 11.2 0.352797 0.106435
5.39511 11.25 0.456074 0.109871
5.39511 11.3 0.559314 0.11443
5.39511 11.35 0.662508 0.118077
5.39511 11.4 0.765643 0.120898
5.39511 11.45 0.868701 0.126104
5.39511 11.5 0.971662 0.129114
5.39511 11.55 1.0745 0.132334
5.39511 11.6 1.17716 0.13589
5.39511 11.65 1.27958 0.137833
5.39511 11.7 1.38165 0.141956
5.39511 11.75 1.48322 0.144183
5.39511 11.8 1.58404 0.144044
5.39511 11.85 1.68378 0.144471
5.39511 11.9 1.78199 0.146564
5.39511 11.95 1.87809 0.148187
5.39511 12 1.97133 0.146213
5.39511 12.05 2.06083 0.147004
5.39511 12.1 2.14555 0.1425
5.39511 12.15 2.22434 0.139321
5.39511 12.2 2.29596 0.132526
5.39511 12.25 2.35922 0.128783
5.39511 12.3 2.41308 0.125629
5.39511 12.35 2.45676 0.125422
5.39511 12.4 2.48993 0.126514
5.39511 12.45 2.51274 0.131983
5.39511 12.5 2.52576 0.143517
5.39511 12.55 2.52998 0.157415
5.39511 12.6 2.52658 0.165252
5.39511 12.65 2.51681 0.186986
5.39511 12.7 2.50191 0.209191
5.39511 12.75 2.48296 0.240963
5.39511 12.8 2.46089 0.277025
5.39511 12.85 2.43645 0.308836
5.39511 12.9 2.41022 0.345167
5.39511 12.95 2.38268 0.375309
5.39511 13 2.35414 0.416278
5.39511 13.05 2.32488 0.455777
5.39511 13.1 2.29507 0.491417
5.39511 13.15 2.26486 0.523661
5.39511 13.2 2.23435 0.554182
5.39511 13.25 2.20362 0.585864
5.44503 10 -2.11068 0.152875
5.44503 10.05 -2.00738 0.146648
5.44503 10.1 -1.90407 0.138296
5.44503 10.15 -1.80076 0.135466
5.44503 10.2 -1.69745 0.130303
5.44503 10.25 -1.59415 0.124016
5.44503 10.3 -1.49084 0.117272
5.44503 10.35 -1.38753 0.116003
5.44503 10.4 -1.28423 0.113971
5.44503 10.45 -1.18092 0.11118
5.44503 10.5 -1.07761 0.107171
5.44503 10.55 -0.974309 0.10316
5.44503 10.6 -0.871004 0.101236
5.44503 10.65 -0.767699 0.100354
5.44503 10.7 -0.664396 0.098887
5.44503 10.75 -0.561093 0.0985101
5.44503 10.8 -0.457793 0.0993598
5.44503 10.85 -0.354495 0.0988786
5.44503 10.9 -0.251201 0.100403
5.44503 10.95 -0.147911 0.102075
5.44503 11 -0.0446279 0.100733
5.44503 11.05 0.0586466 0.101235
5.44503 11.1 0.161909 0.10268
5.44503 11.15 0.265157 0.104616
5.44503 11.2 0.368383 0.106537
