#1+z Log10(Mass/Msun) Log10(Median_SFR_for_SF_Halos/(Msun/yr)) One-sigma-uncertainty(dex)
2.48886 12.25 1.81868 0.121593
2.48886 12.3 1.82266 0.124838
2.48886 12.35 1.81797 0.128057
2.48886 12.4 1.80691 0.129958
2.48886 12.45 1.792 0.13521
2.48886 12.5 1.77574 0.143501
2.48886 12.55 1.76029 0.163104
2.48886 12.6 1.74724 0.18284
2.48886 12.65 1.73743 0.203169
2.48886 12.7 1.73094 0.22907
2.48886 12.75 1.72738 0.259585
2.48886 12.8 1.72604 0.288564
2.48886 12.85 1.7262 0.315217
2.48886 12.9 1.72723 0.354067
2.48886 12.95 1.72867 0.395717
2.48886 13 1.73022 0.429428
2.48886 13.05 1.73171 0.459624
2.48886 13.1 1.73306 0.490483
2.48886 13.15 1.73424 0.52254
2.48886 13.2 1.73528 0.551232
2.48886 13.25 1.73617 0.574212
2.48886 13.3 1.73696 0.605719
2.48886 13.35 1.73766 0.635216
2.48886 13.4 1.73828 0.665742
2.48886 13.45 1.73885 0.696983
2.48886 13.5 1.73937 0.727048
2.48886 13.55 1.73986 0.754331
2.48886 13.6 1.74033 0.780475
2.48886 13.65 1.74077 0.807346
2.48886 13.7 1.7412 0.833314
2.48886 13.75 1.74161 0.858187
2.48886 13.8 1.74202 0.883245
2.48886 13.85 1.74242 0.908333
2.48886 13.9 1.74281 0.93755
2.48886 13.95 1.7432 0.96458
2.48886 14 1.74359 0.989013
2.48886 14.05 1.74397 1.01197
2.48886 14.1 1.74435 1.0355
2.48886 14.15 1.74473 1.06074
2.48886 14.2 1.74511 1.08391
2.48886 14.25 1.74549 1.10989
2.48886 14.3 1.74587 1.1356
2.48886 14.35 1.74624 1.16003
2.48886 14.4 1.74662 1.18446
2.48886 14.45 1.74699 1.21257
2.48886 14.5 1.74737 1.24248
2.48886 14.55 1.74774 1.27065
2.48886 14.6 1.74812 1.29768
2.51189 10 -3.14732 0.217759
2.51189 10.05 -3.0357 0.212278
2.51189 10.1 -2.92408 0.203374
2.51189 10.15 -2.81246 0.196573
2.51189 10.2 -2.70084 0.189941
2.51189 10.25 -2.58922 0.182365
2.51189 10.3 -2.47761 0.174825
2.51189 10.35 -2.36599 0.169166
2.51189 10.4 -2.25438 0.162271
2.51189 10.45 -2.14277 0.157396
2.51189 10.5 -2.03117 0.153897
2.51189 10.55 -1.91956 0.148939
2.51189 10.6 -1.80797 0.143928
2.51189 10.65 -1.69638 0.14058
2.51189 10.7 -1.58481 0.136339
2.51189 10.75 -1.47324 0.138672
2.51189 10.8 -1.36169 0.136501
2.51189 10.85 -1.25016 0.135228
2.51189 10.9 -1.13863 0.132229
2.51189 10.95 -1.02709 0.132672
2.51189 11 -0.915497 0.134079
2.51189 11.05 -0.803749 0.136094
2.51189 11.1 -0.691658 0.136836
2.51189 11.15 -0.578883 0.136338
2.51189 11.2 -0.464862 0.133598
2.51189 11.25 -0.348744 0.133623
2.51189 11.3 -0.229368 0.128497
2.51189 11.35 -0.105349 0.123543
2.51189 11.4 0.0246802 0.125701
2.51189 11.45 0.161656 0.122486
2.51189 11.5 0.305624 0.120781
2.51189 11.55 0.455444 0.117503
2.51189 11.6 0.60882 0.117406
2.51189 11.65 0.762673 0.115874
2.51189 11.7 0.913649 0.117005
2.51189 11.75 1.05858 0.116745
2.51189 11.8 1.19474 0.116642
2.51189 11.85 1.31999 0.117885
2.51189 11.9 1.43274 0.11819
2.51189 11.95 1.53189 0.118808
2.51189 12 1.61679 0.116848
2.51189 12.05 1.68714 0.112532
2.51189 12.1 1.743 0.109946
2.51189 12.15 1.78475 0.113983
2.51189 12.2 1.81311 0.116013
2.51189 12.25 1.82918 0.121266
2.51189 12.3 1.83445 0.123972
2.51189 12.35 1.83083 0.126321
2.51189 12.4 1.82057 0.130375
2.51189 12.45 1.80615 0.135667
2.51189 12.5 1.79008 0.143249
2.51189 12.55 1.77456 0.161672
2.51189 12.6 1.76124 0.180292
2.51189 12.65 1.75102 0.202561
2.51189 12.7 1.74409 0.227009
2.51189 12.75 1.7401 0.257855
2.51189 12.8 1.73838 0.28801
2.51189 12.85 1.7382 0.312688
2.51189 12.9 1.73894 0.351235
2.51189 12.95 1.74013 0.391304
2.51189 13 1.74144 0.425204
2.51189 13.05 1.74271 0.45727
2.51189 13.1 1.74384 0.485764
2.51189 13.15 1.74482 0.517059
2.51189 13.2 1.74563 0.548142
2.51189 13.25 1.74631 0.575919
2.51189 13.3 1.74688 0.605518
2.51189 13.35 1.74735 0.634296
2.51189 13.4 1.74775 0.664643
2.51189 13.45 1.7481 0.692409
2.51189 13.5 1.74839 0.720759
2.51189 13.55 1.74866 0.747573
2.51189 13.6 1.74889 0.776963
2.51189 13.65 1.74911 0.80518
2.51189 13.7 1.74931 0.830375
2.51189 13.75 1.7495 0.856816
2.51189 13.8 1.74968 0.883797
2.51189 13.85 1.74985 0.911262
2.51189 13.9 1.75001 0.937606
2.51189 13.95 1.75017 0.963463
2.51189 14 1.75033 0.987632
2.51189 14.05 1.75048 1.01131
2.51189 14.1 1.75063 1.03499
2.51189 14.15 1.75078 1.05897
2.51189 14.2 1.75093 1.08413
2.51189 14.25 1.75108 1.1081
2.51189 14.3 1.75123 1.1383
2.51189 14.35 1.75137 1.16674
2.51189 14.4 1.75152 1.19326
2.51189 14.45 1.75167 1.21889
2.51189 14.5 1.75181 1.24536
2.51189 14.55 1.75196 1.27198
2.51189 14.6 1.7521 1.29898
2.53513 10 -3.14062 0.217113
2.53513 10.05 -3.0291 0.211565
2.53513 10.1 -2.91757 0.201958
2.53513 10.15 -2.80604 0.195
2.53513 10.2 -2.69452 0.189759
2.53513 10.25 -2.583 0.18205
2.53513 10.3 -2.47147 0.173572
2.53513 10.35 -2.35995 0.168314
2.53513 10.4 -2.24843 0.161876
2.53513 10.45 -2.13692 0.156686
2.53513 10.5 -2.02541 0.1529
2.53513 10.55 -1.9139 0.149296
2.53513 10.6 -1.8024 0.144121
2.53513 10.65 -1.6909 0.139659
2.53513 10.7 -1.57942 0.136376
2.53513 10.75 -1.46795 0.138173
2.53513 10.8 -1.35649 0.136152
2.53513 10.85 -1.24504 0.133651
2.53513 10.9 -1.13361 0.133464
2.53513 10.95 -1.02217 0.132835
2.53513 11 -0.910682 0.132723
2.53513 11.05 -0.799059 0.136025
2.53513 11.1 -0.687128 0.136933
2.53513 11.15 -0.574573 0.136174
2.53513 11.2 -0.460873 0.13463
2.53513 11.25 -0.345226 0.133168
2.53513 11.3 -0.226523 0.129048
2.53513 11.35 -0.103415 0.124464
2.53513 11.4 0.0254696 0.124844
2.53513 11.45 0.161138 0.123136
2.53513 11.5 0.303774 0.121142
2.53513 11.55 0.452411 0.118365
2.53513 11.6 0.604914 0.116805
2.53513 11.65 0.758307 0.116405
2.53513 11.7 0.909269 0.117162
2.53513 11.75 1.0546 0.116263
2.53513 11.8 1.19154 0.117684
2.53513 11.85 1.31785 0.119095
2.53513 11.9 1.43189 0.118407
2.53513 11.95 1.5325 0.118419
2.53513 12 1.61896 0.11673
2.53513 12.05 1.69094 0.113564
2.53513 12.1 1.74846 0.111258
2.53513 12.15 1.79184 0.111976
2.53513 12.2 1.82178 0.115707
2.53513 12.25 1.83932 0.120084
2.53513 12.3 1.8459 0.121463
2.53513 12.35 1.84337 0.125559
2.53513 12.4 1.83394 0.12931
2.53513 12.45 1.82007 0.133846
2.53513 12.5 1.80424 0.142064
2.53513 12.55 1.7887 0.161203
2.53513 12.6 1.77514 0.178822
2.53513 12.65 1.76456 0.198964
2.53513 12.7 1.75721 0.224572
2.53513 12.75 1.75279 0.254787
2.53513 12.8 1.75068 0.286321
2.53513 12.85 1.75017 0.311544
2.53513 12.9 1.75062 0.347779
2.53513 12.95 1.75155 0.386917
2.53513 13 1.75263 0.420351
2.53513 13.05 1.75367 0.453974
2.53513 13.1 1.75459 0.480672
2.53513 13.15 1.75534 0.513413
2.53513 13.2 1.75594 0.545479
2.53513 13.25 1.7564 0.571944
2.53513 13.3 1.75674 0.601939
2.53513 13.35 1.75699 0.633629
2.53513 13.4 1.75716 0.660318
2.53513 13.45 1.75728 0.690052
2.53513 13.5 1.75735 0.719193
2.53513 13.55 1.75738 0.74643
2.53513 13.6 1.75739 0.775527
2.53513 13.65 1.75737 0.803867
2.53513 13.7 1.75734 0.829545
2.53513 13.75 1.7573 0.853971
2.53513 13.8 1.75724 0.879423
2.53513 13.85 1.75718 0.90794
2.53513 13.9 1.75711 0.93505
2.53513 13.95 1.75704 0.959712
2.53513 14 1.75697 0.985882
2.53513 14.05 1.75689 1.01086
2.53513 14.1 1.75681 1.03462
2.53513 14.15 1.75672 1.06081
2.53513 14.2 1.75664 1.08649
2.53513 14.25 1.75656 1.11133
2.53513 14.3 1.75647 1.13747
2.53513 14.35 1.75639 1.16561
2.53513 14.4 1.7563 1.19348
2.53513 14.45 1.75621 1.2217
2.53513 14.5 1.75613 1.24991
2.53513 14.55 1.75604 1.27812
2.53513 14.6 1.75595 1.30633
2.55859 10 -3.13378 0.216491
2.55859 10.05 -3.02235 0.209811
2.55859 10.1 -2.91092 0.201032
2.55859 10.15 -2.79949 0.194107
2.55859 10.2 -2.68806 0.188407
2.55859 10.25 -2.57663 0.1803
2.55859 10.3 -2.4652 0.172346
2.55859 10.35 -2.35378 0.168
2.55859 10.4 -2.24235 0.160248
2.55859 10.45 -2.13093 0.155622
2.55859 10.5 -2.01951 0.151015
2.55859 10.55 -1.9081 0.148422
2.55859 10.6 -1.79669 0.144226
2.55859 10.65 -1.68529 0.139444
2.55859 10.7 -1.5739 0.135646
2.55859 10.75 -1.46252 0.137138
2.55859 10.8 -1.35115 0.135515
2.55859 10.85 -1.2398 0.134047
2.55859 10.9 -1.12846 0.131665
2.55859 10.95 -1.01712 0.132261
2.55859 11 -0.905738 0.132966
2.55859 11.05 -0.794237 0.135569
2.55859 11.1 -0.682458 0.136861
2.55859 11.15 -0.570115 0.13644
2.55859 11.2 -0.456719 0.134475
2.55859 11.25 -0.341518 0.133813
2.55859 11.3 -0.223455 0.129612
2.55859 11.35 -0.101222 0.124807
2.55859 11.4 0.0265509 0.124474
2.55859 11.45 0.16093 0.124078
2.55859 11.5 0.302226 0.121348
2.55859 11.55 0.449643 0.119225
2.55859 11.6 0.601209 0.117095
2.55859 11.65 0.754063 0.117114
2.55859 11.7 0.904927 0.116351
2.55859 11.75 1.05059 0.118494
2.55859 11.8 1.18822 0.11686
2.55859 11.85 1.31553 0.11952
2.55859 11.9 1.4308 0.118836
2.55859 11.95 1.53282 0.118265
2.55859 12 1.62081 0.117255
2.55859 12.05 1.6944 0.11308
2.55859 12.1 1.75355 0.111363
2.55859 12.15 1.79856 0.112174
2.55859 12.2 1.83007 0.115816
2.55859 12.25 1.84908 0.119142
2.55859 12.3 1.85699 0.120619
2.55859 12.35 1.85558 0.124903
2.55859 12.4 1.84703 0.128069
2.55859 12.45 1.83375 0.133295
2.55859 12.5 1.81822 0.140675
2.55859 12.55 1.8027 0.160073
2.55859 12.6 1.78895 0.177416
2.55859 12.65 1.77803 0.197177
2.55859 12.7 1.77028 0.222332
2.55859 12.75 1.76545 0.251829
2.55859 12.8 1.76296 0.284505
2.55859 12.85 1.76211 0.311827
2.55859 12.9 1.76227 0.34416
2.55859 12.95 1.76293 0.383488
2.55859 13 1.76377 0.415379
2.55859 13.05 1.76459 0.448659
2.55859 13.1 1.76528 0.479586
2.55859 13.15 1.76581 0.508936
2.55859 13.2 1.76619 0.541812
2.55859 13.25 1.76642 0.569741
2.55859 13.3 1.76654 0.59847
2.55859 13.35 1.76656 0.627563
2.55859 13.4 1.76651 0.656035
2.55859 13.45 1.76639 0.687262
2.55859 13.5 1.76623 0.715003
2.55859 13.55 1.76603 0.742069
2.55859 13.6 1.7658 0.771004
2.55859 13.65 1.76555 0.799158
2.55859 13.7 1.76529 0.826161
2.55859 13.75 1.76501 0.853899
2.55859 13.8 1.76472 0.878803
2.55859 13.85 1.76442 0.905284
2.55859 13.9 1.76412 0.934788
2.55859 13.95 1.76381 0.957046
2.55859 14 1.7635 0.980768
2.55859 14.05 1.76319 1.00808
2.55859 14.1 1.76288 1.03599
2.55859 14.15 1.76256 1.0598
2.55859 14.2 1.76224 1.08457
2.55859 14.25 1.76192 1.11062
2.55859 14.3 1.7616 1.13846
2.55859 14.35 1.76128 1.16684
2.55859 14.4 1.76096 1.19566
2.55859 14.45 1.76064 1.22401
2.55859 14.5 1.76031 1.25235
2.55859 14.55 1.75999 1.2807
2.58226 10 -3.1268 0.214723
2.58226 10.05 -3.01546 0.207464
2.58226 10.1 -2.90413 0.199595
2.58226 10.15 -2.79279 0.192338
2.58226 10.2 -2.68146 0.186462
2.58226 10.25 -2.57012 0.177812
2.58226 10.3 -2.45879 0.171035
2.58226 10.35 -2.34746 0.16713
2.58226 10.4 -2.23613 0.158702
2.58226 10.45 -2.1248 0.154666
2.58226 10.5 -2.01348 0.149422
2.58226 10.55 -1.90216 0.147312
2.58226 10.6 -1.79085 0.143806
2.58226 10.65 -1.67954 0.138262
2.58226 10.7 -1.56825 0.135079
2.58226 10.75 -1.45696 0.135389
2.58226 10.8 -1.34569 0.135979
2.58226 10.85 -1.23443 0.13394
2.58226 10.9 -1.12319 0.132002
2.58226 10.95 -1.01194 0.131862
2.58226 11 -0.900661 0.133644
2.58226 11.05 -0.78928 0.135273
2.58226 11.1 -0.67765 0.136541
2.58226 11.15 -0.565507 0.136657
2.58226 11.2 -0.4524 0.134343
2.58226 11.25 -0.337621 0.133415
2.58226 11.3 -0.220168 0.1298
2.58226 11.35 -0.098773 0.125719
2.58226 11.4 0.0279231 0.124535
2.58226 11.45 0.161034 0.123775
2.58226 11.5 0.300989 0.122854
2.58226 11.55 0.447153 0.119827
2.58226 11.6 0.597726 0.115661
2.58226 11.65 0.749964 0.117329
2.58226 11.7 0.900646 0.116658
2.58226 11.75 1.04655 0.117481
2.58226 11.8 1.1848 0.116288
2.58226 11.85 1.31305 0.119567
2.58226 11.9 1.4295 0.118763
2.58226 11.95 1.53288 0.117971
2.58226 12 1.62237 0.117286
2.58226 12.05 1.69753 0.114704
2.58226 12.1 1.75829 0.111271
2.58226 12.15 1.80491 0.1125
2.58226 12.2 1.83799 0.115294
2.58226 12.25 1.85848 0.118646
2.58226 12.3 1.86773 0.119335
2.58226 12.35 1.86747 0.122781
2.58226 12.4 1.85983 0.127844
2.58226 12.45 1.84719 0.132973
2.58226 12.5 1.83201 0.139402
2.58226 12.55 1.81656 0.158121
2.58226 12.6 1.80266 0.176767
2.58226 12.65 1.79143 0.195411
2.58226 12.7 1.7833 0.220179
2.58226 12.75 1.77807 0.248796
2.58226 12.8 1.77521 0.282445
2.58226 12.85 1.77402 0.309871
2.58226 12.9 1.77388 0.341756
2.58226 12.95 1.77428 0.379353
2.58226 13 1.77487 0.412538
2.58226 13.05 1.77546 0.44716
2.58226 13.1 1.77592 0.479549
2.58226 13.15 1.77623 0.509951
2.58226 13.2 1.77639 0.538736
2.58226 13.25 1.77639 0.566169
2.58226 13.3 1.77628 0.596598
2.58226 13.35 1.77607 0.623613
2.58226 13.4 1.77578 0.65089
2.58226 13.45 1.77543 0.682934
2.58226 13.5 1.77504 0.710191
2.58226 13.55 1.7746 0.736726
2.58226 13.6 1.77414 0.766824
2.58226 13.65 1.77365 0.79335
2.58226 13.7 1.77315 0.819899
2.58226 13.75 1.77263 0.84876
2.58226 13.8 1.77211 0.876841
2.58226 13.85 1.77157 0.904537
2.58226 13.9 1.77103 0.930897
2.58226 13.95 1.77049 0.959753
2.58226 14 1.76994 0.981403
2.58226 14.05 1.76939 1.00922
2.58226 14.1 1.76884 1.03303
2.58226 14.15 1.76828 1.0588
2.58226 14.2 1.76772 1.08562
2.58226 14.25 1.76717 1.11299
2.58226 14.3 1.76661 1.14141
2.58226 14.35 1.76605 1.17133
2.58226 14.4 1.76549 1.19871
2.58226 14.45 1.76493 1.22605
2.58226 14.5 1.76437 1.25388
2.58226 14.55 1.76381 1.28216
2.60615 10 -3.11967 0.212606
2.60615 10.05 -3.00843 0.2056
2.60615 10.1 -2.89719 0.199178
2.60615 10.15 -2.78596 0.19199
2.60615 10.2 -2.67472 0.185227
2.60615 10.25 -2.56348 0.176109
2.60615 10.3 -2.45224 0.169715
2.60615 10.35 -2.34101 0.166387
2.60615 10.4 -2.22977 0.157911
2.60615 10.45 -2.11854 0.154316
2.60615 10.5 -2.00732 0.148352
2.60615 10.55 -1.89609 0.146135
2.60615 10.6 -1.78487 0.143158
2.60615 10.65 -1.67366 0.137905
2.60615 10.7 -1.56246 0.13489
2.60615 10.75 -1.45127 0.133982
2.60615 10.8 -1.34009 0.135916
2.60615 10.85 -1.22893 0.134838
2.60615 10.9 -1.11778 0.13218
2.60615 10.95 -1.00663 0.131654
2.60615 11 -0.895456 0.132027
2.60615 11.05 -0.784192 0.134517
2.60615 11.1 -0.672706 0.135635
2.60615 11.15 -0.560756 0.136516
2.60615 11.2 -0.447922 0.134488
2.60615 11.25 -0.333544 0.133749
2.60615 11.3 -0.216669 0.130803
2.60615 11.35 -0.0960753 0.126083
2.60615 11.4 0.0295792 0.12521
2.60615 11.45 0.161447 0.123742
2.60615 11.5 0.300062 0.122443
2.60615 11.55 0.444949 0.120027
2.60615 11.6 0.594474 0.116345
2.60615 11.65 0.746024 0.117941
2.60615 11.7 0.896443 0.115748
2.60615 11.75 1.04251 0.116339
2.60615 11.8 1.18131 0.116677
2.60615 11.85 1.31043 0.117738
2.60615 11.9 1.428 0.118208
2.60615 11.95 1.53269 0.116555
2.60615 12 1.62363 0.118432
2.60615 12.05 1.70033 0.115015
2.60615 12.1 1.76269 0.110753
2.60615 12.15 1.81091 0.112418
2.60615 12.2 1.84555 0.114132
2.60615 12.25 1.86752 0.116018
2.60615 12.3 1.87812 0.119235
2.60615 12.35 1.87904 0.12277
2.60615 12.4 1.87234 0.126809
2.60615 12.45 1.86038 0.132557
2.60615 12.5 1.84559 0.138429
2.60615 12.55 1.83026 0.155358
2.60615 12.6 1.81626 0.175219
2.60615 12.65 1.80476 0.193249
2.60615 12.7 1.79627 0.219207
2.60615 12.75 1.79065 0.248039
2.60615 12.8 1.78742 0.278898
2.60615 12.85 1.7859 0.305704
2.60615 12.9 1.78546 0.336725
2.60615 12.95 1.78559 0.374742
2.60615 13 1.78593 0.409533
2.60615 13.05 1.78628 0.445133
2.60615 13.1 1.78652 0.476816
2.60615 13.15 1.7866 0.510707
2.60615 13.2 1.78653 0.538189
2.60615 13.25 1.7863 0.565355
2.60615 13.3 1.78596 0.595739
2.60615 13.35 1.78552 0.62237
2.60615 13.4 1.78499 0.650593
2.60615 13.45 1.78441 0.680425
2.60615 13.5 1.78377 0.705935
2.60615 13.55 1.7831 0.734273
2.60615 13.6 1.7824 0.761722
2.60615 13.65 1.78167 0.790157
2.60615 13.7 1.78093 0.81802
2.60615 13.75 1.78017 0.844855
2.60615 13.8 1.77941 0.874851
2.60615 13.85 1.77863 0.900936
2.60615 13.9 1.77785 0.929851
2.60615 13.95 1.77706 0.958397
2.60615 14 1.77627 0.982655
2.60615 14.05 1.77548 1.00799
2.60615 14.1 1.77469 1.03183
2.60615 14.15 1.77389 1.05567
2.60615 14.2 1.77309 1.07951
2.60615 14.25 1.7723 1.10666
2.60615 14.3 1.7715 1.13508
2.60615 14.35 1.7707 1.16268
2.60615 14.4 1.7699 1.18971
2.60615 14.45 1.7691 1.2174
2.60615 14.5 1.76829 1.24546
2.60615 14.55 1.76749 1.27352
2.63027 10 -3.11241 0.209588
2.63027 10.05 -3.00126 0.203861
2.63027 10.1 -2.89012 0.197497
2.63027 10.15 -2.77898 0.190106
2.63027 10.2 -2.66784 0.183353
2.63027 10.25 -2.5567 0.175689
2.63027 10.3 -2.44556 0.168542
2.63027 10.35 -2.33442 0.164486
2.63027 10.4 -2.22328 0.157766
2.63027 10.45 -2.11215 0.154243
2.63027 10.5 -2.00101 0.148022
2.63027 10.55 -1.88989 0.146034
2.63027 10.6 -1.77877 0.142054
2.63027 10.65 -1.66765 0.137881
2.63027 10.7 -1.55654 0.134475
2.63027 10.75 -1.44545 0.132947
2.63027 10.8 -1.33437 0.134639
2.63027 10.85 -1.2233 0.13369
2.63027 10.9 -1.11224 0.130603
2.63027 10.95 -1.00119 0.131191
2.63027 11 -0.890119 0.13239
2.63027 11.05 -0.77897 0.134046
2.63027 11.1 -0.667624 0.135461
2.63027 11.15 -0.555859 0.136343
2.63027 11.2 -0.443285 0.134432
2.63027 11.25 -0.329286 0.134295
2.63027 11.3 -0.212959 0.131467
2.63027 11.35 -0.0931309 0.126853
2.63027 11.4 0.0315188 0.124134
2.63027 11.45 0.162171 0.123221
2.63027 11.5 0.299454 0.121135
2.63027 11.55 0.443044 0.119542
2.63027 11.6 0.591473 0.116892
2.63027 11.65 0.742266 0.117163
2.63027 11.7 0.892341 0.115343
2.63027 11.75 1.03849 0.1166
2.63027 11.8 1.17776 0.1172
2.63027 11.85 1.30767 0.117994
2.63027 11.9 1.42631 0.118103
2.63027 11.95 1.53227 0.116322
2.63027 12 1.62462 0.117528
2.63027 12.05 1.70283 0.115066
2.63027 12.1 1.76675 0.110552
2.63027 12.15 1.81655 0.111933
2.63027 12.2 1.85275 0.113165
2.63027 12.25 1.8762 0.115694
2.63027 12.3 1.88816 0.119847
2.63027 12.35 1.89028 0.122194
2.63027 12.4 1.88456 0.125968
2.63027 12.45 1.87331 0.130536
2.63027 12.5 1.85896 0.137897
2.63027 12.55 1.84381 0.155881
2.63027 12.6 1.82973 0.173413
2.63027 12.65 1.818 0.19169
2.63027 12.7 1.80918 0.217719
2.63027 12.75 1.80319 0.246162
2.63027 12.8 1.79959 0.275113
2.63027 12.85 1.79774 0.302218
2.63027 12.9 1.79699 0.336461
2.63027 12.95 1.79685 0.369493
2.63027 13 1.79695 0.40699
2.63027 13.05 1.79706 0.443709
2.63027 13.1 1.79706 0.475296
2.63027 13.15 1.79692 0.506014
2.63027 13.2 1.79661 0.535883
2.63027 13.25 1.79615 0.563111
2.63027 13.3 1.79558 0.59333
2.63027 13.35 1.79489 0.621119
2.63027 13.4 1.79413 0.648456
2.63027 13.45 1.79331 0.67785
2.63027 13.5 1.79243 0.703996
2.63027 13.55 1.79152 0.729035
2.63027 13.6 1.79057 0.755067
2.63027 13.65 1.7896 0.78548
2.63027 13.7 1.78862 0.813272
2.63027 13.75 1.78762 0.84058
2.63027 13.8 1.78661 0.871261
2.63027 13.85 1.78559 0.897038
2.63027 13.9 1.78457 0.923257
2.63027 13.95 1.78354 0.950714
2.63027 14 1.7825 0.979392
2.63027 14.05 1.78147 1.00244
2.63027 14.1 1.78043 1.02707
2.63027 14.15 1.77939 1.0517
2.63027 14.2 1.77835 1.07632
2.63027 14.25 1.77731 1.10094
2.63027 14.3 1.77626 1.12756
2.63027 14.35 1.77522 1.15608
2.63027 14.4 1.77417 1.18388
2.63027 14.45 1.77313 1.20824
2.63027 14.5 1.77208 1.23425
2.63027 14.55 1.77104 1.26303
2.65461 10 -3.105 0.208306
2.65461 10.05 -2.99395 0.201656
2.65461 10.1 -2.88291 0.195301
2.65461 10.15 -2.77186 0.188765
2.65461 10.2 -2.66082 0.181808
2.65461 10.25 -2.54977 0.174147
2.65461 10.3 -2.43873 0.167598
2.65461 10.35 -2.32769 0.165381
2.65461 10.4 -2.21665 0.157485
2.65461 10.45 -2.10561 0.153666
2.65461 10.5 -1.99458 0.147514
2.65461 10.55 -1.88355 0.145367
2.65461 10.6 -1.77252 0.141035
2.65461 10.65 -1.6615 0.137747
2.65461 10.7 -1.55049 0.13427
2.65461 10.75 -1.43949 0.132431
2.65461 10.8 -1.32851 0.134322
2.65461 10.85 -1.21753 0.132558
2.65461 10.9 -1.10657 0.131015
2.65461 10.95 -0.995619 0.130707
2.65461 11 -0.884651 0.133069
2.65461 11.05 -0.773615 0.133663
2.65461 11.1 -0.662405 0.134874
2.65461 11.15 -0.550816 0.135987
2.65461 11.2 -0.43849 0.13424
2.65461 11.25 -0.324849 0.133788
2.65461 11.3 -0.209043 0.13205
2.65461 11.35 -0.0899448 0.127548
2.65461 11.4 0.0337377 0.124199
2.65461 11.45 0.163205 0.122985
2.65461 11.5 0.299168 0.122051
2.65461 11.55 0.441446 0.118447
2.65461 11.6 0.588736 0.117598
2.65461 11.65 0.738707 0.117548
2.65461 11.7 0.88836 0.115914
2.65461 11.75 1.03451 0.115654
2.65461 11.8 1.17417 0.117564
2.65461 11.85 1.30482 0.117264
2.65461 11.9 1.42446 0.117684
2.65461 11.95 1.53163 0.116047
2.65461 12 1.62535 0.117424
2.65461 12.05 1.70504 0.115209
2.65461 12.1 1.7705 0.10981
2.65461 12.15 1.82186 0.11138
2.65461 12.2 1.8596 0.112821
2.65461 12.25 1.88453 0.116112
2.65461 12.3 1.89787 0.119248
2.65461 12.35 1.90119 0.121071
2.65461 12.4 1.89648 0.125427
2.65461 12.45 1.88599 0.130039
2.65461 12.5 1.87212 0.137087
2.65461 12.55 1.85718 0.155562
2.65461 12.6 1.84309 0.172275
2.65461 12.65 1.83116 0.19015
2.65461 12.7 1.82202 0.216916
2.65461 12.75 1.81568 0.24481
2.65461 12.8 1.81173 0.271257
2.65461 12.85 1.80954 0.298896
2.65461 12.9 1.80849 0.335077
2.65461 12.95 1.80808 0.367879
2.65461 13 1.80792 0.40448
2.65461 13.05 1.80779 0.440778
2.65461 13.1 1.80756 0.473097
2.65461 13.15 1.80718 0.505322
2.65461 13.2 1.80663 0.532949
2.65461 13.25 1.80594 0.560314
2.65461 13.3 1.80513 0.593417
2.65461 13.35 1.80421 0.621842
2.65461 13.4 1.8032 0.647119
2.65461 13.45 1.80213 0.68048
2.65461 13.5 1.80102 0.703827
2.65461 13.55 1.79986 0.728074
2.65461 13.6 1.79867 0.751994
2.65461 13.65 1.79745 0.779709
2.65461 13.7 1.79622 0.808007
2.65461 13.75 1.79498 0.837098
2.65461 13.8 1.79372 0.866064
2.65461 13.85 1.79246 0.89285
2.65461 13.9 1.79118 0.921123
2.65461 13.95 1.78991 0.948423
2.65461 14 1.78863 0.973445
2.65461 14.05 1.78735 0.99959
2.65461 14.1 1.78606 1.02313
2.65461 14.15 1.78477 1.04661
2.65461 14.2 1.78348 1.0725
2.65461 14.25 1.7822 1.09993
2.65461 14.3 1.7809 1.12959
2.65461 14.35 1.77961 1.15862
2.65461 14.4 1.77832 1.18293
2.65461 14.45 1.77703 1.20693
2.65461 14.5 1.77574 1.23417
2.67917 10 -3.09745 0.20603
2.67917 10.05 -2.9865 0.200394
2.67917 10.1 -2.87555 0.193332
2.67917 10.15 -2.7646 0.187465
2.67917 10.2 -2.65366 0.180284
2.67917 10.25 -2.54271 0.173134
2.67917 10.3 -2.43177 0.165937
2.67917 10.35 -2.32082 0.164373
2.67917 10.4 -2.20988 0.156309
2.67917 10.45 -2.09894 0.154468
2.67917 10.5 -1.988 0.146596
2.67917 10.55 -1.87707 0.144128
2.67917 10.6 -1.76614 0.140281
2.67917 10.65 -1.65522 0.136528
2.67917 10.7 -1.54431 0.135216
2.67917 10.75 -1.4334 0.131809
2.67917 10.8 -1.32251 0.13275
2.67917 10.85 -1.21164 0.13185
2.67917 10.9 -1.10077 0.130323
2.67917 10.95 -0.989918 0.130635
2.67917 11 -0.879052 0.131367
2.67917 11.05 -0.768129 0.13299
2.67917 11.1 -0.657051 0.134144
2.67917 11.15 -0.545632 0.13526
2.67917 11.2 -0.433542 0.134273
2.67917 11.25 -0.32024 0.133886
2.67917 11.3 -0.204927 0.131895
2.67917 11.35 -0.086524 0.128295
2.67917 11.4 0.0362291 0.124987
2.67917 11.45 0.164543 0.123405
2.67917 11.5 0.299203 0.121816
2.67917 11.55 0.44016 0.11841
