#1+z Log10(Mass/Msun) Log10(Average_SFR_for_All_Halos/(Msun/yr)) One-sigma-uncertainty(dex)
2.29087 11.75 1.17863 0.11651
2.29087 11.8 1.29495 0.119953
2.29087 11.85 1.39471 0.122925
2.29087 11.9 1.47617 0.125969
2.29087 11.95 1.53791 0.124589
2.29087 12 1.57883 0.122158
2.29087 12.05 1.59819 0.12137
2.29087 12.1 1.59557 0.12153
2.29087 12.15 1.57094 0.125389
2.29087 12.2 1.52472 0.129875
2.29087 12.25 1.4578 0.137732
2.29087 12.3 1.37157 0.153732
2.29087 12.35 1.26785 0.182842
2.29087 12.4 1.14875 0.230876
2.29087 12.45 1.01641 0.304146
2.29087 12.5 0.872667 0.38911
2.29087 12.55 0.718767 0.487181
2.29087 12.6 0.55517 0.598474
2.29087 12.65 0.381616 0.726361
2.29087 12.7 0.19733 0.852542
2.29087 12.75 0.0013039 1.00781
2.29087 12.8 -0.207461 1.15165
2.29087 12.85 -0.429809 1.30109
2.29087 12.9 -0.66638 1.4648
2.29087 12.95 -0.917616 1.64662
2.29087 13 -1.18381 1.83653
2.29087 13.05 -1.46514 2.03158
2.29087 13.1 -1.76172 2.21785
2.29087 13.15 -2.07363 2.41688
2.29087 13.2 -2.40091 2.62847
2.29087 13.25 -2.74361 2.84693
2.29087 13.3 -3.10177 3.01216
2.29087 13.35 -3.47542 3.17455
2.29087 13.4 -3.86458 3.37399
2.29087 13.45 -4.2693 3.44008
2.29087 13.5 -4.6896 3.61954
2.29087 13.55 -5.12552 3.76899
2.29087 13.6 -5.57706 3.9419
2.29087 13.65 -6.04427 4.24426
2.29087 13.7 -6.52716 4.3831
2.29087 13.75 -7.02577 4.48569
2.29087 13.8 -7.5401 4.51131
2.29087 13.85 -8.07017 4.63591
2.29087 13.9 -8.61602 4.67044
2.29087 13.95 -9.17765 4.8116
2.29087 14 -9.75508 4.91572
2.29087 14.05 -10.3483 5.06171
2.29087 14.1 -10.9573 4.91657
2.29087 14.15 -11.5821 4.83917
2.29087 14.2 -12.2235 4.90708
2.29087 14.25 -12.8819 4.99117
2.29087 14.3 -13.5563 4.91879
2.29087 14.35 -14.1561 5.10771
2.29087 14.4 0 5.12925
2.29087 14.45 0 4.90629
2.29087 14.5 0 4.92072
2.29087 14.55 0 4.86403
2.29087 14.6 0 4.87419
2.29087 14.65 0 4.87471
2.29087 14.7 0 4.87053
2.31206 10 -3.09762 0.228882
2.31206 10.05 -2.98519 0.219881
2.31206 10.1 -2.87276 0.212053
2.31206 10.15 -2.76033 0.204882
2.31206 10.2 -2.6479 0.195762
2.31206 10.25 -2.53547 0.188081
2.31206 10.3 -2.42305 0.183088
2.31206 10.35 -2.31063 0.177188
2.31206 10.4 -2.19821 0.170049
2.31206 10.45 -2.0858 0.165082
2.31206 10.5 -1.97339 0.158287
2.31206 10.55 -1.86098 0.152213
2.31206 10.6 -1.74859 0.147802
2.31206 10.65 -1.63621 0.146542
2.31206 10.7 -1.52384 0.143026
2.31206 10.75 -1.41148 0.141631
2.31206 10.8 -1.29914 0.136284
2.31206 10.85 -1.1868 0.134908
2.31206 10.9 -1.07445 0.134773
2.31206 10.95 -0.962019 0.133141
2.31206 11 -0.849397 0.133391
2.31206 11.05 -0.736354 0.132444
2.31206 11.1 -0.622485 0.132515
2.31206 11.15 -0.507132 0.131258
2.31206 11.2 -0.389312 0.13025
2.31206 11.25 -0.267713 0.127565
2.31206 11.3 -0.140813 0.124089
2.31206 11.35 -0.0071987 0.121276
2.31206 11.4 0.133951 0.11685
2.31206 11.45 0.282371 0.113306
2.31206 11.5 0.436446 0.111864
2.31206 11.55 0.593343 0.109865
2.31206 11.6 0.749462 0.109285
2.31206 11.65 0.900981 0.110847
2.31206 11.7 1.04429 0.112865
2.31206 11.75 1.1762 0.115152
2.31206 11.8 1.29404 0.11964
2.31206 11.85 1.39561 0.122539
2.31206 11.9 1.4791 0.125494
2.31206 11.95 1.54309 0.123029
2.31206 12 1.58647 0.122406
2.31206 12.05 1.60847 0.120648
2.31206 12.1 1.60866 0.119769
2.31206 12.15 1.58699 0.124298
2.31206 12.2 1.54385 0.128719
2.31206 12.25 1.48009 0.136481
2.31206 12.3 1.39705 0.152249
2.31206 12.35 1.29652 0.17682
2.31206 12.4 1.18059 0.222595
2.31206 12.45 1.05144 0.292997
2.31206 12.5 0.910942 0.370538
2.31206 12.55 0.760443 0.464989
2.31206 12.6 0.600512 0.569556
2.31206 12.65 0.43098 0.694941
2.31206 12.7 0.251136 0.825957
2.31206 12.75 0.0599977 0.965443
2.31206 12.8 -0.143432 1.11879
2.31206 12.85 -0.360015 1.26625
2.31206 12.9 -0.590408 1.42064
2.31206 12.95 -0.835075 1.58708
2.31206 13 -1.09432 1.76193
2.31206 13.05 -1.36833 1.94633
2.31206 13.1 -1.65722 2.14502
2.31206 13.15 -1.96108 2.3477
2.31206 13.2 -2.27995 2.5071
2.31206 13.25 -2.61388 2.73191
2.31206 13.3 -2.96291 2.99396
2.31206 13.35 -3.32706 3.09006
2.31206 13.4 -3.70637 3.34688
2.31206 13.45 -4.10087 3.4255
2.31206 13.5 -4.51059 3.55143
2.31206 13.55 -4.93555 3.77415
2.31206 13.6 -5.37579 3.86524
2.31206 13.65 -5.83133 4.12809
2.31206 13.7 -6.30219 4.40038
2.31206 13.75 -6.78839 4.51823
2.31206 13.8 -7.28996 4.46014
2.31206 13.85 -7.80691 4.60062
2.31206 13.9 -8.33927 4.70034
2.31206 13.95 -8.88706 4.68242
2.31206 14 -9.45027 4.92943
2.31206 14.05 -10.0289 4.98448
2.31206 14.1 -10.623 4.95506
2.31206 14.15 -11.2325 4.8266
2.31206 14.2 -11.8574 4.90895
2.31206 14.25 -12.5009 4.91918
2.31206 14.3 -13.152 4.97083
2.31206 14.35 -13.8489 4.99102
2.31206 14.4 0 5.13403
2.31206 14.45 0 5.04679
2.31206 14.5 0 4.89231
2.31206 14.55 0 4.91817
2.31206 14.6 0 4.89098
2.31206 14.65 0 4.9235
2.31206 14.7 0 4.85519
2.33346 10 -3.09219 0.227037
2.33346 10.05 -2.97985 0.222355
2.33346 10.1 -2.8675 0.212491
2.33346 10.15 -2.75516 0.205094
2.33346 10.2 -2.64282 0.195391
2.33346 10.25 -2.53048 0.187325
2.33346 10.3 -2.41814 0.182682
2.33346 10.35 -2.3058 0.176779
2.33346 10.4 -2.19347 0.170151
2.33346 10.45 -2.08114 0.164749
2.33346 10.5 -1.96882 0.158352
2.33346 10.55 -1.8565 0.15226
2.33346 10.6 -1.74419 0.147034
2.33346 10.65 -1.63189 0.145324
2.33346 10.7 -1.51961 0.144265
2.33346 10.75 -1.40734 0.141493
2.33346 10.8 -1.29508 0.136809
2.33346 10.85 -1.18283 0.134921
2.33346 10.9 -1.07057 0.133054
2.33346 10.95 -0.958241 0.133621
2.33346 11 -0.845742 0.132601
2.33346 11.05 -0.732864 0.13186
2.33346 11.1 -0.619232 0.13207
2.33346 11.15 -0.50423 0.131406
2.33346 11.2 -0.386929 0.129405
2.33346 11.25 -0.266065 0.128304
2.33346 11.3 -0.140145 0.124621
2.33346 11.35 -0.00772607 0.12105
2.33346 11.4 0.132112 0.118678
2.33346 11.45 0.279271 0.114686
2.33346 11.5 0.432322 0.111562
2.33346 11.55 0.588584 0.109754
2.33346 11.6 0.744538 0.109363
2.33346 11.65 0.896373 0.110429
2.33346 11.7 1.04044 0.112169
2.33346 11.75 1.17349 0.114415
2.33346 11.8 1.2928 0.118614
2.33346 11.85 1.39611 0.120532
2.33346 11.9 1.48159 0.124014
2.33346 11.95 1.54779 0.12214
2.33346 12 1.5936 0.122811
2.33346 12.05 1.61822 0.121285
2.33346 12.1 1.62122 0.11811
2.33346 12.15 1.60252 0.122647
2.33346 12.2 1.56248 0.127355
2.33346 12.25 1.50192 0.133275
2.33346 12.3 1.42214 0.150353
2.33346 12.35 1.32489 0.172081
2.33346 12.4 1.21224 0.214428
2.33346 12.45 1.08638 0.280154
2.33346 12.5 0.949254 0.351726
2.33346 12.55 0.802278 0.445453
2.33346 12.6 0.646132 0.553802
2.33346 12.65 0.480741 0.674005
2.33346 12.7 0.30546 0.803405
2.33346 12.75 0.119341 0.941604
2.33346 12.8 -0.0786112 1.0858
2.33346 12.85 -0.28927 1.23928
2.33346 12.9 -0.513312 1.3795
2.33346 12.95 -0.751218 1.53606
2.33346 13 -1.0033 1.7006
2.33346 13.05 -1.26977 1.88989
2.33346 13.1 -1.55074 2.08271
2.33346 13.15 -1.84629 2.26176
2.33346 13.2 -2.15648 2.46173
2.33346 13.25 -2.48136 2.69152
2.33346 13.3 -2.82094 2.89679
2.33346 13.35 -3.17528 3.02847
2.33346 13.4 -3.5444 3.22948
2.33346 13.45 -3.92833 3.41346
2.33346 13.5 -4.3271 3.50856
2.33346 13.55 -4.74073 3.7104
2.33346 13.6 -5.16926 3.86856
2.33346 13.65 -5.61271 4.01451
2.33346 13.7 -6.07111 4.25671
2.33346 13.75 -6.54447 4.45198
2.33346 13.8 -7.03281 4.53402
2.33346 13.85 -7.53617 4.51405
2.33346 13.9 -8.05454 4.61701
2.33346 13.95 -8.58796 4.71841
2.33346 14 -9.13644 4.76501
2.33346 14.05 -9.7 4.90217
2.33346 14.1 -10.2786 4.99489
2.33346 14.15 -10.8723 4.90328
2.33346 14.2 -11.4812 4.83739
2.33346 14.25 -12.1063 4.8519
2.33346 14.3 -12.7478 4.98535
2.33346 14.35 -13.3657 4.94372
2.33346 14.4 -14.142 5.07233
2.33346 14.45 0 5.13641
2.33346 14.5 0 4.9708
2.33346 14.55 0 4.89428
2.33346 14.6 0 4.83632
2.33346 14.65 0 4.91089
2.33346 14.7 0 4.87878
2.35505 10 -3.08662 0.225798
2.35505 10.05 -2.97437 0.222413
2.35505 10.1 -2.86211 0.212407
2.35505 10.15 -2.74986 0.204348
2.35505 10.2 -2.6376 0.19526
2.35505 10.25 -2.52535 0.186967
2.35505 10.3 -2.4131 0.182214
2.35505 10.35 -2.30085 0.17706
2.35505 10.4 -2.1886 0.170674
2.35505 10.45 -2.07636 0.16544
2.35505 10.5 -1.96412 0.15792
2.35505 10.55 -1.85189 0.152805
2.35505 10.6 -1.73967 0.147875
2.35505 10.65 -1.62746 0.144875
2.35505 10.7 -1.51526 0.143913
2.35505 10.75 -1.40307 0.14069
2.35505 10.8 -1.2909 0.137072
2.35505 10.85 -1.17874 0.134632
2.35505 10.9 -1.06657 0.132318
2.35505 10.95 -0.954339 0.133974
2.35505 11 -0.841962 0.131536
2.35505 11.05 -0.729242 0.131501
2.35505 11.1 -0.615836 0.131921
2.35505 11.15 -0.501168 0.131585
2.35505 11.2 -0.384359 0.129173
2.35505 11.25 -0.2642 0.128347
2.35505 11.3 -0.139228 0.125012
2.35505 11.35 -0.00798367 0.122284
2.35505 11.4 0.130543 0.118692
2.35505 11.45 0.276409 0.11585
2.35505 11.5 0.428375 0.112504
2.35505 11.55 0.583918 0.110396
2.35505 11.6 0.739614 0.109533
2.35505 11.65 0.891669 0.110428
2.35505 11.7 1.0364 0.112283
2.35505 11.75 1.17052 0.113085
2.35505 11.8 1.29122 0.116797
2.35505 11.85 1.39622 0.119661
2.35505 11.9 1.48364 0.12278
2.35505 11.95 1.55202 0.122531
2.35505 12 1.60022 0.122273
2.35505 12.05 1.62744 0.121112
2.35505 12.1 1.63323 0.115764
2.35505 12.15 1.61751 0.12264
2.35505 12.2 1.58059 0.126435
2.35505 12.25 1.52326 0.132987
2.35505 12.3 1.44679 0.145706
2.35505 12.35 1.35289 0.164824
2.35505 12.4 1.24362 0.207026
2.35505 12.45 1.12115 0.268225
2.35505 12.5 0.987487 0.341958
2.35505 12.55 0.844133 0.424177
2.35505 12.6 0.691865 0.535109
2.35505 12.65 0.530707 0.643976
2.35505 12.7 0.360082 0.766541
2.35505 12.75 0.179079 0.908429
2.35505 12.8 -0.0132895 1.04955
2.35505 12.85 -0.217906 1.19909
2.35505 12.9 -0.435466 1.3418
2.35505 12.95 -0.666466 1.48081
2.35505 13 -0.911236 1.65387
2.35505 13.05 -1.16999 1.80198
2.35505 13.1 -1.44285 2.00547
2.35505 13.15 -1.7299 2.20908
2.35505 13.2 -2.0312 2.34883
2.35505 13.25 -2.34678 2.60093
2.35505 13.3 -2.6767 2.77044
2.35505 13.35 -3.02097 2.98369
2.35505 13.4 -3.37963 3.20977
2.35505 13.45 -3.75271 3.29793
2.35505 13.5 -4.14024 3.42842
2.35505 13.55 -4.54224 3.62592
2.35505 13.6 -4.95875 3.84901
2.35505 13.65 -5.38978 3.99982
2.35505 13.7 -5.83536 4.15894
2.35505 13.75 -6.29552 4.3363
2.35505 13.8 -6.77027 4.50009
2.35505 13.85 -7.25964 4.56344
2.35505 13.9 -7.76364 4.60798
2.35505 13.95 -8.28229 4.6318
2.35505 14 -8.8156 4.77174
2.35505 14.05 -9.3636 4.79552
2.35505 14.1 -9.92629 4.94665
2.35505 14.15 -10.5037 4.8799
2.35505 14.2 -11.0958 4.8798
2.35505 14.25 -11.7036 4.86984
2.35505 14.3 -12.3267 4.9053
2.35505 14.35 -12.9619 5.06
2.35505 14.4 -13.6591 5.03811
2.35505 14.45 -14.1346 5.09729
2.35505 14.5 0 5.08576
2.35505 14.55 0 4.9729
2.35505 14.6 0 4.9508
2.35505 14.65 0 4.90588
2.35505 14.7 0 4.90008
2.37684 10 -3.08091 0.224777
2.37684 10.05 -2.96875 0.221365
2.37684 10.1 -2.85658 0.212114
2.37684 10.15 -2.74441 0.203957
2.37684 10.2 -2.63225 0.195498
2.37684 10.25 -2.52008 0.185518
2.37684 10.3 -2.40792 0.182114
2.37684 10.35 -2.29576 0.17629
2.37684 10.4 -2.1836 0.170512
2.37684 10.45 -2.07145 0.164463
2.37684 10.5 -1.9593 0.158503
2.37684 10.55 -1.84715 0.151955
2.37684 10.6 -1.73502 0.148639
2.37684 10.65 -1.62289 0.144689
2.37684 10.7 -1.51078 0.142558
2.37684 10.75 -1.39868 0.140186
2.37684 10.8 -1.28659 0.137036
2.37684 10.85 -1.17452 0.135863
2.37684 10.9 -1.06244 0.132488
2.37684 10.95 -0.95031 0.133608
2.37684 11 -0.838051 0.13091
2.37684 11.05 -0.725484 0.131785
2.37684 11.1 -0.612293 0.131375
2.37684 11.15 -0.497941 0.131654
2.37684 11.2 -0.381601 0.129073
2.37684 11.25 -0.262116 0.12883
2.37684 11.3 -0.138059 0.124725
2.37684 11.35 -0.00796519 0.122908
2.37684 11.4 0.129254 0.119186
2.37684 11.45 0.273804 0.116004
2.37684 11.5 0.424628 0.112332
2.37684 11.55 0.579373 0.110549
2.37684 11.6 0.734716 0.109789
2.37684 11.65 0.886898 0.11032
2.37684 11.7 1.03221 0.111502
2.37684 11.75 1.16731 0.113263
2.37684 11.8 1.28934 0.116778
2.37684 11.85 1.39596 0.11832
2.37684 11.9 1.48528 0.122294
2.37684 11.95 1.55579 0.122664
2.37684 12 1.60634 0.122013
2.37684 12.05 1.63614 0.12109
2.37684 12.1 1.64472 0.116322
2.37684 12.15 1.63196 0.121933
2.37684 12.2 1.59817 0.12559
2.37684 12.25 1.5441 0.133361
2.37684 12.3 1.47098 0.145269
2.37684 12.35 1.38048 0.161553
2.37684 12.4 1.27464 0.199214
2.37684 12.45 1.15565 0.25457
2.37684 12.5 1.02553 0.330471
2.37684 12.55 0.885875 0.406602
2.37684 12.6 0.737558 0.50879
2.37684 12.65 0.580698 0.618738
2.37684 12.7 0.414793 0.741201
2.37684 12.75 0.238971 0.873709
2.37684 12.8 0.0522586 1.01714
2.37684 12.85 -0.146236 1.16492
2.37684 12.9 -0.357223 1.32082
2.37684 12.95 -0.581216 1.43313
2.37684 13 -0.818558 1.60331
2.37684 13.05 -1.06947 1.77569
2.37684 13.1 -1.33408 1.92078
2.37684 13.15 -1.61249 2.15199
2.37684 13.2 -1.90474 2.27413
2.37684 13.25 -2.21088 2.45858
2.37684 13.3 -2.53094 2.70433
2.37684 13.35 -2.86496 2.86725
2.37684 13.4 -3.21297 3.09631
2.37684 13.45 -3.57499 3.22695
2.37684 13.5 -3.95106 3.37194
2.37684 13.55 -4.3412 3.55198
2.37684 13.6 -4.74544 3.73347
2.37684 13.65 -5.16381 3.87691
2.37684 13.7 -5.59632 4.10691
2.37684 13.75 -6.043 4.28754
2.37684 13.8 -6.50388 4.44188
2.37684 13.85 -6.97897 4.56201
2.37684 13.9 -7.46828 4.68238
2.37684 13.95 -7.97184 4.66501
2.37684 14 -8.48967 4.66501
2.37684 14.05 -9.02177 4.70021
2.37684 14.1 -9.56817 4.81772
2.37684 14.15 -10.1289 4.92067
2.37684 14.2 -10.7039 4.93455
2.37684 14.25 -11.2931 4.77815
2.37684 14.3 -11.8981 4.84283
2.37684 14.35 -12.5089 4.99397
2.37684 14.4 -13.1307 5.0617
2.37684 14.45 -13.8281 5.08491
2.37684 14.5 0 5.06263
2.37684 14.55 0 5.16317
2.37684 14.6 0 4.8963
2.37684 14.65 0 4.94088
2.39883 10 -3.07507 0.222589
2.39883 10.05 -2.96299 0.218923
2.39883 10.1 -2.85091 0.211471
2.39883 10.15 -2.73883 0.203191
2.39883 10.2 -2.62675 0.195903
2.39883 10.25 -2.51468 0.184448
2.39883 10.3 -2.4026 0.182183
2.39883 10.35 -2.29053 0.174627
2.39883 10.4 -2.17846 0.170156
2.39883 10.45 -2.0664 0.164868
2.39883 10.5 -1.95434 0.158911
2.39883 10.55 -1.84228 0.152535
2.39883 10.6 -1.73023 0.148454
2.39883 10.65 -1.6182 0.144583
2.39883 10.7 -1.50617 0.142335
2.39883 10.75 -1.39416 0.139491
2.39883 10.8 -1.28216 0.13626
2.39883 10.85 -1.17017 0.135742
2.39883 10.9 -1.05818 0.132655
2.39883 10.95 -0.946156 0.13269
2.39883 11 -0.834012 0.131138
2.39883 11.05 -0.721594 0.131941
2.39883 11.1 -0.608608 0.131194
2.39883 11.15 -0.494556 0.131281
2.39883 11.2 -0.378662 0.129131
2.39883 11.25 -0.25982 0.127986
2.39883 11.3 -0.136646 0.125556
2.39883 11.35 -0.0076751 0.122941
2.39883 11.4 0.128246 0.11968
2.39883 11.45 0.27146 0.115674
2.39883 11.5 0.421093 0.113472
2.39883 11.55 0.574962 0.111397
2.39883 11.6 0.729862 0.109793
2.39883 11.65 0.882076 0.109917
2.39883 11.7 1.02788 0.11108
2.39883 11.75 1.16388 0.11331
2.39883 11.8 1.28717 0.116175
2.39883 11.85 1.39536 0.118237
2.39883 11.9 1.48651 0.121165
2.39883 11.95 1.55911 0.121962
2.39883 12 1.61199 0.120948
2.39883 12.05 1.64434 0.120122
2.39883 12.1 1.65567 0.116306
2.39883 12.15 1.64586 0.12001
2.39883 12.2 1.6152 0.125726
2.39883 12.25 1.5644 0.131178
2.39883 12.3 1.49466 0.141568
2.39883 12.35 1.40761 0.159494
2.39883 12.4 1.30526 0.192831
2.39883 12.45 1.18979 0.24517
2.39883 12.5 1.06328 0.321156
2.39883 12.55 0.927385 0.392118
2.39883 12.6 0.783069 0.490732
2.39883 12.65 0.630549 0.590431
2.39883 12.7 0.4694 0.702152
2.39883 12.75 0.298797 0.829907
2.39883 12.8 0.117778 0.95234
2.39883 12.85 -0.0745501 1.09872
2.39883 12.9 -0.278912 1.23806
2.39883 12.95 -0.495838 1.39748
2.39883 13 -0.725685 1.54989
2.39883 13.05 -0.96868 1.71183
2.39883 13.1 -1.22497 1.86142
2.39883 13.15 -1.49463 2.07081
2.39883 13.2 -1.77773 2.25828
2.39883 13.25 -2.07431 2.36808
2.39883 13.3 -2.38441 2.62666
2.39883 13.35 -2.70805 2.78285
2.39883 13.4 -3.04527 2.96359
2.39883 13.45 -3.3961 3.16517
2.39883 13.5 -3.76056 3.30613
2.39883 13.55 -4.13868 3.45914
2.39883 13.6 -4.53049 3.64803
2.39883 13.65 -4.93601 3.85159
2.39883 13.7 -5.35527 3.96604
2.39883 13.75 -5.78829 4.13748
2.39883 13.8 -6.23509 4.35745
2.39883 13.85 -6.69569 4.54832
2.39883 13.9 -7.17011 4.61753
2.39883 13.95 -7.65836 4.60951
2.39883 14 -8.16047 4.76845
2.39883 14.05 -8.67644 4.71839
2.39883 14.1 -9.20629 4.7215
2.39883 14.15 -9.75005 4.75664
2.39883 14.2 -10.3077 4.9641
2.39883 14.25 -10.8793 4.85774
2.39883 14.3 -11.4649 4.80933
2.39883 14.35 -12.062 4.95133
2.39883 14.4 -12.678 4.95024
2.39883 14.45 -13.3457 5.08487
2.39883 14.5 -13.8216 5.12765
2.39883 14.55 0 5.12223
2.39883 14.6 0 5.12753
2.39883 14.65 0 4.86626
2.42103 10 -3.06908 0.220982
2.42103 10.05 -2.95709 0.215743
2.42103 10.1 -2.8451 0.211227
2.42103 10.15 -2.73311 0.202
2.42103 10.2 -2.62112 0.193651
2.42103 10.25 -2.50914 0.184713
2.42103 10.3 -2.39715 0.180511
2.42103 10.35 -2.28517 0.174516
2.42103 10.4 -2.17319 0.17054
2.42103 10.45 -2.06122 0.164447
2.42103 10.5 -1.94925 0.159051
2.42103 10.55 -1.83728 0.15255
2.42103 10.6 -1.72532 0.146574
2.42103 10.65 -1.61337 0.144684
2.42103 10.7 -1.50143 0.141022
2.42103 10.75 -1.38951 0.139002
2.42103 10.8 -1.2776 0.136329
2.42103 10.85 -1.1657 0.135488
2.42103 10.9 -1.0538 0.132546
2.42103 10.95 -0.941875 0.132032
2.42103 11 -0.829845 0.131325
2.42103 11.05 -0.71757 0.131436
2.42103 11.1 -0.60478 0.13127
2.42103 11.15 -0.491014 0.130755
2.42103 11.2 -0.375542 0.129545
2.42103 11.25 -0.257314 0.127631
2.42103 11.3 -0.13499 0.125271
2.42103 11.35 -0.0071127 0.121762
2.42103 11.4 0.127523 0.118636
2.42103 11.45 0.269388 0.116454
2.42103 11.5 0.417785 0.114451
2.42103 11.55 0.570707 0.112477
2.42103 11.6 0.725075 0.108542
2.42103 11.65 0.877227 0.108654
2.42103 11.7 1.02343 0.110641
2.42103 11.75 1.16025 0.112258
2.42103 11.8 1.28473 0.115307
2.42103 11.85 1.39442 0.117969
2.42103 11.9 1.48736 0.120705
2.42103 11.95 1.562 0.120338
2.42103 12 1.61717 0.120208
2.42103 12.05 1.65203 0.119526
2.42103 12.1 1.66609 0.11531
2.42103 12.15 1.65922 0.119122
2.42103 12.2 1.63168 0.122331
2.42103 12.25 1.58416 0.13075
2.42103 12.3 1.51781 0.142429
2.42103 12.35 1.43423 0.157437
2.42103 12.4 1.3354 0.187348
2.42103 12.45 1.22351 0.23563
2.42103 12.5 1.10066 0.306153
2.42103 12.55 0.968554 0.376355
2.42103 12.6 0.828268 0.460143
2.42103 12.65 0.680109 0.557764
2.42103 12.7 0.523729 0.665242
2.42103 12.75 0.358351 0.787617
2.42103 12.8 0.183036 0.912662
2.42103 12.85 -0.00311469 1.05109
2.42103 12.9 -0.200836 1.19473
2.42103 12.95 -0.410673 1.35141
2.42103 13 -0.632996 1.49024
2.42103 13.05 -0.868043 1.62402
2.42103 13.1 -1.11596 1.76293
2.42103 13.15 -1.37684 1.91853
2.42103 13.2 -1.65074 2.1137
2.42103 13.25 -1.93771 2.29617
2.42103 13.3 -2.23777 2.50276
2.42103 13.35 -2.55097 2.70944
2.42103 13.4 -2.87733 2.9152
2.42103 13.45 -3.21688 3.05153
2.42103 13.5 -3.56965 3.23899
2.42103 13.55 -3.93566 3.3951
2.42103 13.6 -4.31495 3.58084
2.42103 13.65 -4.70753 3.75355
2.42103 13.7 -5.11343 3.9351
2.42103 13.75 -5.53267 4.03544
2.42103 13.8 -5.96527 4.23194
2.42103 13.85 -6.41126 4.44237
2.42103 13.9 -6.87065 4.60231
2.42103 13.95 -7.34346 4.77698
2.42103 14 -7.8297 4.73397
2.42103 14.05 -8.32939 4.78314
2.42103 14.1 -8.84255 4.65893
2.42103 14.15 -9.36919 4.68459
2.42103 14.2 -9.90931 4.7518
2.42103 14.25 -10.4629 4.9599
2.42103 14.3 -11.0299 4.93479
2.42103 14.35 -11.6103 4.88566
2.42103 14.4 -12.206 4.98246
2.42103 14.45 -12.8177 4.95298
2.42103 14.5 -13.4187 5.08988
2.42103 14.55 -14.1166 5.1396
2.42103 14.6 0 5.14242
2.42103 14.65 0 5.07789
2.44343 10 -3.06295 0.220609
2.44343 10.05 -2.95105 0.214935
2.44343 10.1 -2.83915 0.210295
2.44343 10.15 -2.72725 0.202762
2.44343 10.2 -2.61536 0.192163
2.44343 10.25 -2.50346 0.184562
2.44343 10.3 -2.39157 0.180309
2.44343 10.35 -2.27968 0.174503
2.44343 10.4 -2.16779 0.170216
2.44343 10.45 -2.0559 0.164255
2.44343 10.5 -1.94402 0.158769
2.44343 10.55 -1.83215 0.152334
2.44343 10.6 -1.72028 0.145857
2.44343 10.65 -1.60842 0.145006
2.44343 10.7 -1.49657 0.140013
2.44343 10.75 -1.38473 0.138519
2.44343 10.8 -1.27291 0.136939
2.44343 10.85 -1.1611 0.13496
2.44343 10.9 -1.0493 0.13246
2.44343 10.95 -0.937467 0.131313
2.44343 11 -0.825549 0.132066
2.44343 11.05 -0.713412 0.131026
2.44343 11.1 -0.600811 0.13043
2.44343 11.15 -0.487316 0.13027
2.44343 11.2 -0.372245 0.129716
2.44343 11.25 -0.254602 0.128078
2.44343 11.3 -0.133094 0.125809
2.44343 11.35 -0.00628014 0.122145
2.44343 11.4 0.127088 0.119876
2.44343 11.45 0.267596 0.116673
2.44343 11.5 0.414717 0.114227
2.44343 11.55 0.566625 0.111733
2.44343 11.6 0.720376 0.110411
2.44343 11.65 0.872374 0.10875
2.44343 11.7 1.01889 0.110307
2.44343 11.75 1.15645 0.111934
2.44343 11.8 1.28204 0.114018
2.44343 11.85 1.39318 0.116155
2.44343 11.9 1.48785 0.119357
2.44343 11.95 1.56449 0.120611
2.44343 12 1.6219 0.119556
2.44343 12.05 1.65923 0.120142
2.44343 12.1 1.676 0.114441
2.44343 12.15 1.67205 0.117227
2.44343 12.2 1.64761 0.121119
2.44343 12.25 1.60335 0.130613
2.44343 12.3 1.54039 0.141591
2.44343 12.35 1.4603 0.153154
2.44343 12.4 1.36502 0.179303
2.44343 12.45 1.25674 0.222942
2.44343 12.5 1.13757 0.291755
2.44343 12.55 1.00928 0.358718
2.44343 12.6 0.87304 0.439657
2.44343 12.65 0.729243 0.530547
2.44343 12.7 0.577622 0.642664
2.44343 12.75 0.417454 0.762424
2.44343 12.8 0.247822 0.868257
2.44343 12.85 0.0678309 1.00965
2.44343 12.9 -0.123266 1.14561
2.44343 12.95 -0.326028 1.28931
2.44343 13 -0.540837 1.4566
2.44343 13.05 -0.767941 1.58808
2.44343 13.1 -1.00749 1.7133
2.44343 13.15 -1.25959 1.87953
2.44343 13.2 -1.52428 2.06446
2.44343 13.25 -1.80163 2.21831
2.44343 13.3 -2.09165 2.37507
2.44343 13.35 -2.39439 2.60312
2.44343 13.4 -2.70987 2.80722
2.44343 13.45 -3.03813 2.98989
2.44343 13.5 -3.37918 3.10659
2.44343 13.55 -3.73305 3.30107
2.44343 13.6 -4.09978 3.50592
2.44343 13.65 -4.47938 3.61751
2.44343 13.7 -4.87188 3.81745
2.44343 13.75 -5.27731 3.97908
2.44343 13.8 -5.69567 4.10207
2.44343 13.85 -6.127 4.32893
2.44343 13.9 -6.5713 4.54962
2.44343 13.95 -7.02861 4.70026
2.44343 14 -7.49893 4.76822
2.44343 14.05 -7.98228 4.78339
2.44343 14.1 -8.47867 4.7876
2.44343 14.15 -8.98811 4.66099
2.44343 14.2 -9.51063 4.6502
2.44343 14.25 -10.0462 4.76576
2.44343 14.3 -10.5949 4.95278
2.44343 14.35 -11.1568 4.93756
2.44343 14.4 -11.7307 4.93437
2.44343 14.45 -12.3213 5.00691
2.44343 14.5 -12.9088 4.97853
