#1+z Log10(Mass/Msun) Star-Forming-Fraction One-sigma-uncertainty
3.16228 13.55 0.0158969 0.0302954
3.16228 13.6 0.0122842 0.026375
3.16228 13.65 0.00940556 0.0229043
3.16228 13.7 0.00713522 0.0196199
3.16228 13.75 0.00536283 0.0166836
3.16228 13.8 0.00399323 0.0141473
3.16228 13.85 0.00294564 0.0118238
3.16228 13.9 0.00215251 0.00981121
3.16228 13.95 0.00155813 0.00809355
3.16228 14 0.00111722 0.00663772
3.16228 14.05 0.000793487 0.00541487
3.16228 14.1 0.000558201 0.00442935
3.16228 14.15 0.000388938 0.00355184
3.16228 14.2 0.000268408 0.00287841
3.16228 14.25 0.000183454 0.00228696
3.19154 10 1 0.030533
3.19154 10.05 0.999999 0.030533
3.19154 10.1 0.999999 0.030533
3.19154 10.15 0.999998 0.030533
3.19154 10.2 0.999997 0.030533
3.19154 10.25 0.999996 0.030533
3.19154 10.3 0.999993 0.0305329
3.19154 10.35 0.99999 0.0306552
3.19154 10.4 0.999984 0.03094
3.19154 10.45 0.999976 0.0311607
3.19154 10.5 0.999963 0.0311839
3.19154 10.55 0.999944 0.0312858
3.19154 10.6 0.999916 0.0312836
3.19154 10.65 0.999876 0.0313123
3.19154 10.7 0.999818 0.031385
3.19154 10.75 0.999736 0.0315845
3.19154 10.8 0.99962 0.0316029
3.19154 10.85 0.999458 0.0322598
3.19154 10.9 0.999235 0.0326193
3.19154 10.95 0.998929 0.0333203
3.19154 11 0.998514 0.0332557
3.19154 11.05 0.997958 0.0331623
3.19154 11.1 0.997219 0.0339048
3.19154 11.15 0.996246 0.0340268
3.19154 11.2 0.994979 0.0351663
3.19154 11.25 0.993343 0.037104
3.19154 11.3 0.991254 0.0385715
3.19154 11.35 0.988611 0.0401177
3.19154 11.4 0.9853 0.0403096
3.19154 11.45 0.981191 0.041939
3.19154 11.5 0.976144 0.0439429
3.19154 11.55 0.970004 0.0458848
3.19154 11.6 0.962608 0.0464699
3.19154 11.65 0.953785 0.0485892
3.19154 11.7 0.943363 0.0505694
3.19154 11.75 0.931172 0.0526675
3.19154 11.8 0.91705 0.0542135
3.19154 11.85 0.900854 0.0545983
3.19154 11.9 0.882457 0.0557215
3.19154 11.95 0.861766 0.0562705
3.19154 12 0.838722 0.0577903
3.19154 12.05 0.813306 0.0566831
3.19154 12.1 0.78555 0.0567801
3.19154 12.15 0.755533 0.0575269
3.19154 12.2 0.723387 0.0565981
3.19154 12.25 0.689298 0.0556015
3.19154 12.3 0.653501 0.0543379
3.19154 12.35 0.616278 0.0552658
3.19154 12.4 0.577949 0.0577881
3.19154 12.45 0.538866 0.0626572
3.19154 12.5 0.499404 0.0667913
3.19154 12.55 0.459948 0.0725847
3.19154 12.6 0.420883 0.0763953
3.19154 12.65 0.382582 0.0805179
3.19154 12.7 0.345397 0.0850333
3.19154 12.75 0.309648 0.0889199
3.19154 12.8 0.275614 0.0913651
3.19154 12.85 0.24353 0.0934516
3.19154 12.9 0.213579 0.0935844
3.19154 12.95 0.185893 0.0926275
3.19154 13 0.160549 0.0910702
3.19154 13.05 0.137576 0.0882045
3.19154 13.1 0.116955 0.0843298
3.19154 13.15 0.0986263 0.0786398
3.19154 13.2 0.082494 0.0730318
3.19154 13.25 0.0684334 0.0669108
3.19154 13.3 0.056298 0.0605831
3.19154 13.35 0.0459265 0.0544992
3.19154 13.4 0.037149 0.0483221
3.19154 13.45 0.0297929 0.0431351
3.19154 13.5 0.0236884 0.0380301
3.19154 13.55 0.0186718 0.033224
3.19154 13.6 0.0145895 0.0284886
3.19154 13.65 0.0113 0.0248168
3.19154 13.7 0.0086751 0.0215634
3.19154 13.75 0.00660102 0.0184517
3.19154 13.8 0.00497815 0.0156893
3.19154 13.85 0.00372073 0.0132468
3.19154 13.9 0.00275597 0.0111902
3.19154 13.95 0.00202297 0.00930992
3.19154 14 0.00147151 0.00763087
3.19154 14.05 0.00106066 0.00632927
3.19154 14.1 0.000757564 0.00523401
3.19154 14.15 0.00053614 0.00430258
3.19154 14.2 0.00037596 0.00351179
3.19154 14.25 0.000261216 0.00280851
3.22107 10 0.999999 0.0305144
3.22107 10.05 0.999999 0.0305249
3.22107 10.1 0.999999 0.0305508
3.22107 10.15 0.999998 0.0305842
3.22107 10.2 0.999996 0.0306395
3.22107 10.25 0.999994 0.0308302
3.22107 10.3 0.999991 0.0310032
3.22107 10.35 0.999986 0.031003
3.22107 10.4 0.999979 0.0310026
3.22107 10.45 0.999968 0.0310879
3.22107 10.5 0.999952 0.0311174
3.22107 10.55 0.999929 0.0311352
3.22107 10.6 0.999896 0.0311601
3.22107 10.65 0.999848 0.0312646
3.22107 10.7 0.999779 0.0315331
3.22107 10.75 0.999683 0.0316019
3.22107 10.8 0.99955 0.0315872
3.22107 10.85 0.999365 0.0327563
3.22107 10.9 0.999113 0.0328922
3.22107 10.95 0.998772 0.0332137
3.22107 11 0.998314 0.0331335
3.22107 11.05 0.997705 0.0333919
3.22107 11.1 0.996904 0.0339856
3.22107 11.15 0.99586 0.0344522
3.22107 11.2 0.99451 0.0358598
3.22107 11.25 0.992783 0.0378171
3.22107 11.3 0.990594 0.0393114
3.22107 11.35 0.987844 0.0401856
3.22107 11.4 0.984423 0.0409231
3.22107 11.45 0.980207 0.0424432
3.22107 11.5 0.975059 0.0441599
3.22107 11.55 0.968833 0.0462889
3.22107 11.6 0.961374 0.0470436
3.22107 11.65 0.95252 0.0484345
3.22107 11.7 0.94211 0.0507698
3.22107 11.75 0.929984 0.053889
3.22107 11.8 0.915992 0.0546716
3.22107 11.85 0.899999 0.0556625
3.22107 11.9 0.88189 0.056376
3.22107 11.95 0.861575 0.0564555
3.22107 12 0.839002 0.0576207
3.22107 12.05 0.814152 0.0568813
3.22107 12.1 0.787054 0.0572331
3.22107 12.15 0.75778 0.0577526
3.22107 12.2 0.726452 0.0574006
3.22107 12.25 0.69324 0.0565789
3.22107 12.3 0.658361 0.0557142
3.22107 12.35 0.622074 0.0560424
3.22107 12.4 0.584676 0.0578967
3.22107 12.45 0.546494 0.0622028
3.22107 12.5 0.507878 0.0659508
3.22107 12.55 0.469187 0.0722526
3.22107 12.6 0.430785 0.0760596
3.22107 12.65 0.393027 0.0793511
3.22107 12.7 0.356251 0.08387
3.22107 12.75 0.320765 0.0875228
3.22107 12.8 0.286846 0.0905546
3.22107 12.85 0.254729 0.093166
3.22107 12.9 0.224601 0.0939442
3.22107 12.95 0.196606 0.093537
3.22107 13 0.170836 0.0915419
3.22107 13.05 0.147336 0.0890131
3.22107 13.1 0.126106 0.0855428
3.22107 13.15 0.107109 0.0808348
3.22107 13.2 0.0902667 0.075461
3.22107 13.25 0.0754762 0.0697332
3.22107 13.3 0.0626087 0.0640213
3.22107 13.35 0.0515192 0.0577728
3.22107 13.4 0.0420515 0.0516586
3.22107 13.45 0.0340442 0.0461392
3.22107 13.5 0.0273354 0.0407387
3.22107 13.55 0.0217673 0.0357849
3.22107 13.6 0.0171891 0.031459
3.22107 13.65 0.0134603 0.0272467
3.22107 13.7 0.0104516 0.0234455
3.22107 13.75 0.00804669 0.0203578
3.22107 13.8 0.00614246 0.0176064
3.22107 13.85 0.00464879 0.0149479
3.22107 13.9 0.00348813 0.0128189
3.22107 13.95 0.00259469 0.0105656
3.22107 14 0.00191339 0.00879772
3.22107 14.05 0.00139873 0.007296
3.22107 14.1 0.00101359 0.00606809
3.22107 14.15 0.000728075 0.00504142
3.22107 14.2 0.000518401 0.00415557
3.25087 10 0.999999 0.0307087
3.25087 10.05 0.999999 0.0307352
3.25087 10.1 0.999998 0.0307691
3.25087 10.15 0.999997 0.0308122
3.25087 10.2 0.999995 0.0308669
3.25087 10.25 0.999992 0.0308802
3.25087 10.3 0.999988 0.0308839
3.25087 10.35 0.999982 0.0308893
3.25087 10.4 0.999973 0.0308971
3.25087 10.45 0.999959 0.0309083
3.25087 10.5 0.99994 0.0309241
3.25087 10.55 0.999911 0.0309941
3.25087 10.6 0.999871 0.031371
3.25087 10.65 0.999814 0.0314009
3.25087 10.7 0.999734 0.0316278
3.25087 10.75 0.999623 0.0316159
3.25087 10.8 0.99947 0.0315992
3.25087 10.85 0.999261 0.0329563
3.25087 10.9 0.998978 0.0331643
3.25087 10.95 0.998599 0.0331112
3.25087 11 0.998095 0.0332364
3.25087 11.05 0.997432 0.0337747
3.25087 11.1 0.996567 0.0342616
3.25087 11.15 0.995449 0.0350199
3.25087 11.2 0.994016 0.0363308
3.25087 11.25 0.992196 0.0383361
3.25087 11.3 0.989907 0.0401782
3.25087 11.35 0.987052 0.0403042
3.25087 11.4 0.983524 0.0415909
3.25087 11.45 0.979204 0.0432821
3.25087 11.5 0.97396 0.0447713
3.25087 11.55 0.967653 0.046632
3.25087 11.6 0.960136 0.0477492
3.25087 11.65 0.951257 0.0490672
3.25087 11.7 0.940864 0.0515262
3.25087 11.75 0.928808 0.0539979
3.25087 11.8 0.914948 0.0554174
3.25087 11.85 0.899158 0.0564662
3.25087 11.9 0.881331 0.057032
3.25087 11.95 0.861386 0.0570949
3.25087 12 0.839271 0.0576937
3.25087 12.05 0.814972 0.057737
3.25087 12.1 0.788512 0.0572809
3.25087 12.15 0.759958 0.0582861
3.25087 12.2 0.729422 0.058419
3.25087 12.25 0.697061 0.057126
3.25087 12.3 0.663074 0.0565255
3.25087 12.35 0.627699 0.0565085
3.25087 12.4 0.591213 0.0580524
3.25087 12.45 0.553918 0.0617059
3.25087 12.5 0.516139 0.0663998
3.25087 12.55 0.478215 0.072117
3.25087 12.6 0.440487 0.0748289
3.25087 12.65 0.403292 0.0786442
3.25087 12.7 0.366952 0.0833132
3.25087 12.75 0.331768 0.0878183
3.25087 12.8 0.298009 0.0905474
3.25087 12.85 0.265908 0.092336
3.25087 12.9 0.235659 0.0929684
3.25087 12.95 0.207411 0.0932453
3.25087 13 0.18127 0.092218
3.25087 13.05 0.157295 0.0899449
3.25087 13.1 0.135505 0.0865264
3.25087 13.15 0.11588 0.0823652
3.25087 13.2 0.0983625 0.077695
3.25087 13.25 0.0828675 0.0724693
3.25087 13.3 0.0692848 0.0661764
3.25087 13.35 0.0574853 0.0608733
3.25087 13.4 0.0473273 0.0551971
3.25087 13.45 0.038661 0.0492331
3.25087 13.5 0.031334 0.0439966
3.25087 13.55 0.0251949 0.0386847
3.25087 13.6 0.0200974 0.0339319
3.25087 13.65 0.015903 0.0296732
3.25087 13.7 0.0124826 0.0259381
3.25087 13.75 0.00971851 0.0226657
3.25087 13.8 0.00750492 0.0195097
3.25087 13.85 0.00574811 0.0166674
3.25087 13.9 0.00436638 0.0142781
3.25087 13.95 0.00328943 0.0120786
3.25087 14 0.00245757 0.0102726
3.25087 14.05 0.00182082 0.00851839
3.25087 14.1 0.00133779 0.00709156
3.25087 14.15 0.000974671 0.00590942
3.25087 14.2 0.000704152 0.00491118
3.28095 10 0.999999 0.0306703
3.28095 10.05 0.999998 0.030671
3.28095 10.1 0.999997 0.0306721
3.28095 10.15 0.999996 0.0306736
3.28095 10.2 0.999993 0.030676
3.28095 10.25 0.99999 0.0306794
3.28095 10.3 0.999984 0.0306843
3.28095 10.35 0.999976 0.0306915
3.28095 10.4 0.999965 0.0307016
3.28095 10.45 0.999948 0.0308565
3.28095 10.5 0.999924 0.0311456
3.28095 10.55 0.99989 0.0312667
3.28095 10.6 0.999842 0.0312946
3.28095 10.65 0.999775 0.0315125
3.28095 10.7 0.999682 0.0315039
3.28095 10.75 0.999553 0.0314911
3.28095 10.8 0.999379 0.032403
3.28095 10.85 0.999143 0.0331131
3.28095 10.9 0.998827 0.0330687
3.28095 10.95 0.998408 0.0330053
3.28095 11 0.997857 0.0334165
3.28095 11.05 0.997137 0.0338093
3.28095 11.1 0.996206 0.0346696
3.28095 11.15 0.995013 0.0353066
3.28095 11.2 0.993496 0.0373878
3.28095 11.25 0.991584 0.038878
3.28095 11.3 0.989195 0.0407612
3.28095 11.35 0.986237 0.040648
3.28095 11.4 0.982604 0.0422404
3.28095 11.45 0.978183 0.0439968
3.28095 11.5 0.972848 0.0456448
3.28095 11.55 0.966466 0.0473298
3.28095 11.6 0.958898 0.048434
3.28095 11.65 0.949999 0.0502193
3.28095 11.7 0.939628 0.0526112
3.28095 11.75 0.927645 0.0547046
3.28095 11.8 0.913919 0.0560941
3.28095 11.85 0.898331 0.0576727
3.28095 11.9 0.880784 0.0579255
3.28095 11.95 0.8612 0.0570728
3.28095 12 0.839533 0.0582871
3.28095 12.05 0.815768 0.0586835
3.28095 12.1 0.789927 0.0572798
3.28095 12.15 0.762071 0.0587488
3.28095 12.2 0.732303 0.059005
3.28095 12.25 0.700767 0.0574868
3.28095 12.3 0.667645 0.0573879
3.28095 12.35 0.63316 0.0574841
3.28095 12.4 0.597564 0.0581932
3.28095 12.45 0.56114 0.0617682
3.28095 12.5 0.524191 0.0656487
3.28095 12.55 0.487032 0.0711441
3.28095 12.6 0.449985 0.0750163
3.28095 12.65 0.413369 0.0775049
3.28095 12.7 0.377493 0.0819182
3.28095 12.75 0.342643 0.0867962
3.28095 12.8 0.309085 0.0898611
3.28095 12.85 0.277048 0.0919442
3.28095 12.9 0.246729 0.0928585
3.28095 12.95 0.218283 0.0929678
3.28095 13 0.191825 0.0924342
3.28095 13.05 0.167428 0.0898074
3.28095 13.1 0.145127 0.0876768
3.28095 13.15 0.124917 0.0847359
3.28095 13.2 0.106761 0.0805888
3.28095 13.25 0.0905908 0.0748175
3.28095 13.3 0.0763137 0.0688399
3.28095 13.35 0.0638169 0.0638214
3.28095 13.4 0.0529731 0.0580749
3.28095 13.45 0.0436447 0.0530944
3.28095 13.5 0.0356895 0.0479432
3.28095 13.55 0.0289638 0.0427166
3.28095 13.6 0.0233268 0.0379324
3.28095 13.65 0.018643 0.0334028
3.28095 13.7 0.0147849 0.0292427
3.28095 13.75 0.0116344 0.0254389
3.28095 13.8 0.00908394 0.0220026
3.28095 13.85 0.00703707 0.0189
3.28095 13.9 0.00540855 0.0160322
3.28095 13.95 0.00412408 0.0138002
3.28095 14 0.00311972 0.011703
3.28095 14.05 0.00234117 0.00994243
3.28095 14.1 0.00174288 0.00833532
3.28095 14.15 0.00128708 0.00703023
3.28095 14.2 0.000942836 0.00589582
3.31131 10 0.999998 0.0308675
3.31131 10.05 0.999997 0.0308675
3.31131 10.1 0.999996 0.0308675
3.31131 10.15 0.999994 0.0308674
3.31131 10.2 0.999991 0.0308673
3.31131 10.25 0.999986 0.0308671
3.31131 10.3 0.999979 0.0308668
3.31131 10.35 0.999969 0.0308664
3.31131 10.4 0.999955 0.0310385
3.31131 10.45 0.999934 0.0311506
3.31131 10.5 0.999905 0.0311505
3.31131 10.55 0.999865 0.031211
3.31131 10.6 0.999808 0.0313577
3.31131 10.65 0.999729 0.0313509
3.31131 10.7 0.999621 0.0313405
3.31131 10.75 0.999475 0.031326
3.31131 10.8 0.999277 0.0329047
3.31131 10.85 0.999012 0.0330229
3.31131 10.9 0.998662 0.0329779
3.31131 10.95 0.9982 0.0330141
3.31131 11 0.997599 0.0336845
3.31131 11.05 0.99682 0.0343609
3.31131 11.1 0.995822 0.0350806
3.31131 11.15 0.994552 0.0359912
3.31131 11.2 0.99295 0.0377302
3.31131 11.25 0.990946 0.0394396
3.31131 11.3 0.988459 0.0407642
3.31131 11.35 0.985399 0.0415246
3.31131 11.4 0.981665 0.0430607
3.31131 11.45 0.977147 0.0444232
3.31131 11.5 0.971726 0.0463734
3.31131 11.55 0.965274 0.0480827
3.31131 11.6 0.957659 0.0490054
3.31131 11.65 0.948747 0.0507498
3.31131 11.7 0.938403 0.0534501
3.31131 11.75 0.926497 0.0551254
3.31131 11.8 0.912906 0.0573355
3.31131 11.85 0.89752 0.0580326
3.31131 11.9 0.880248 0.0590193
3.31131 11.95 0.861018 0.0582534
3.31131 12 0.839788 0.058288
3.31131 12.05 0.816542 0.0586774
3.31131 12.1 0.791302 0.0578814
3.31131 12.15 0.764123 0.0590679
3.31131 12.2 0.735098 0.0585103
3.31131 12.25 0.704362 0.0581514
3.31131 12.3 0.672081 0.0582135
3.31131 12.35 0.638461 0.0587019
3.31131 12.4 0.603735 0.0582484
3.31131 12.45 0.568166 0.0614412
3.31131 12.5 0.532035 0.0652379
3.31131 12.55 0.495638 0.0702394
3.31131 12.6 0.459278 0.0758219
3.31131 12.65 0.423255 0.0772835
3.31131 12.7 0.387863 0.0820258
3.31131 12.75 0.353379 0.0857176
3.31131 12.8 0.320059 0.0899258
3.31131 12.85 0.288131 0.0917761
3.31131 12.9 0.25779 0.0932732
3.31131 12.95 0.229197 0.0926164
3.31131 13 0.202475 0.0921184
3.31131 13.05 0.177709 0.0907084
3.31131 13.1 0.154945 0.0884314
3.31131 13.15 0.134196 0.0857778
3.31131 13.2 0.115441 0.082168
3.31131 13.25 0.0986274 0.0772078
3.31131 13.3 0.0836807 0.0718413
3.31131 13.35 0.0705034 0.0665579
3.31131 13.4 0.0589826 0.0611803
3.31131 13.45 0.0489935 0.0555181
3.31131 13.5 0.0404045 0.0505723
3.31131 13.55 0.0330805 0.0455793
3.31131 13.6 0.0268871 0.0406682
3.31131 13.65 0.0216932 0.0361499
3.31131 13.7 0.0173736 0.0319368
3.31131 13.75 0.0138111 0.0280172
3.31131 13.8 0.0108972 0.0243747
3.31131 13.85 0.00853373 0.0212207
3.31131 13.9 0.00663256 0.0182949
3.31131 13.95 0.00511596 0.0156739
3.31131 14 0.00391619 0.0134501
3.31131 14.05 0.00297494 0.0113642
3.31131 14.1 0.00224262 0.0095332
3.31131 14.15 0.0016776 0.00812018
3.34195 10 0.999998 0.0308529
3.34195 10.05 0.999996 0.0308701
3.34195 10.1 0.999994 0.0308922
3.34195 10.15 0.999992 0.0309203
3.34195 10.2 0.999988 0.0309559
3.34195 10.25 0.999982 0.0310009
3.34195 10.3 0.999973 0.0310348
3.34195 10.35 0.999961 0.0311036
3.34195 10.4 0.999943 0.0311027
3.34195 10.45 0.999918 0.0311012
3.34195 10.5 0.999883 0.031145
3.34195 10.55 0.999835 0.0312028
3.34195 10.6 0.999768 0.0311973
3.34195 10.65 0.999676 0.0311893
3.34195 10.7 0.999552 0.031178
3.34195 10.75 0.999386 0.0316668
3.34195 10.8 0.999163 0.0329677
3.34195 10.85 0.998868 0.0329339
3.34195 10.9 0.99848 0.0328845
3.34195 10.95 0.997974 0.0334784
3.34195 11 0.99732 0.0338236
3.34195 11.05 0.996482 0.0348139
3.34195 11.1 0.995414 0.0357612
3.34195 11.15 0.994067 0.0369966
3.34195 11.2 0.99238 0.0384402
3.34195 11.25 0.990283 0.0398888
3.34195 11.3 0.987699 0.0410208
3.34195 11.35 0.98454 0.0420051
3.34195 11.4 0.980708 0.0432284
3.34195 11.45 0.976098 0.045026
3.34195 11.5 0.970595 0.0470233
3.34195 11.55 0.964078 0.0481496
3.34195 11.6 0.956423 0.0494487
3.34195 11.65 0.947503 0.0520723
3.34195 11.7 0.93719 0.0540567
3.34195 11.75 0.925364 0.0556396
3.34195 11.8 0.91191 0.0576487
3.34195 11.85 0.896725 0.0583473
3.34195 11.9 0.879725 0.0596118
3.34195 11.95 0.860842 0.0583279
3.34195 12 0.840037 0.058537
3.34195 12.05 0.817297 0.0587494
3.34195 12.1 0.792639 0.0585049
3.34195 12.15 0.766116 0.059221
3.34195 12.2 0.737812 0.05902
3.34195 12.25 0.70785 0.0585997
3.34195 12.3 0.676386 0.0596656
3.34195 12.35 0.643607 0.0589892
3.34195 12.4 0.609731 0.0594415
3.34195 12.45 0.575 0.0617556
3.34195 12.5 0.539676 0.0658492
3.34195 12.55 0.504037 0.0688934
3.34195 12.6 0.468365 0.0748752
3.34195 12.65 0.432946 0.0774829
3.34195 12.7 0.398057 0.0815159
3.34195 12.75 0.363966 0.0860026
3.34195 12.8 0.330919 0.0883862
3.34195 12.85 0.29914 0.0911401
3.34195 12.9 0.268823 0.0930783
3.34195 12.95 0.240133 0.0922294
3.34195 13 0.213198 0.092957
3.34195 13.05 0.188112 0.09194
3.34195 13.1 0.164936 0.0895738
3.34195 13.15 0.143693 0.0870384
3.34195 13.2 0.124379 0.0840655
3.34195 13.25 0.106958 0.0794136
3.34195 13.3 0.0913692 0.0746386
3.34195 13.35 0.077532 0.0688859
3.34195 13.4 0.0653472 0.063539
3.34195 13.45 0.054703 0.058657
3.34195 13.5 0.0454788 0.0535546
3.34195 13.55 0.0375488 0.0488104
3.34195 13.6 0.0307859 0.0436997
3.34195 13.65 0.0250642 0.0390292
3.34195 13.7 0.0202621 0.034637
3.34195 13.75 0.0162639 0.0307819
3.34195 13.8 0.0129615 0.0265172
3.34195 13.85 0.0102556 0.0230971
3.34195 13.9 0.00805612 0.0201414
3.34195 13.95 0.00628257 0.0174871
3.34195 14 0.00486384 0.0151146
3.34195 14.05 0.00373801 0.0130044
3.34195 14.1 0.00285173 0.011138
3.34195 14.15 0.00215958 0.00929799
3.37287 10 0.999997 0.0308127
3.37287 10.05 0.999995 0.0308337
3.37287 10.1 0.999993 0.0308604
3.37287 10.15 0.999989 0.030894
3.37287 10.2 0.999984 0.0309363
3.37287 10.25 0.999976 0.0309891
3.37287 10.3 0.999965 0.0310549
3.37287 10.35 0.99995 0.0310542
3.37287 10.4 0.999928 0.031053
3.37287 10.45 0.999898 0.0310942
3.37287 10.5 0.999857 0.0313326
3.37287 10.55 0.9998 0.0313286
3.37287 10.6 0.999722 0.0313223
3.37287 10.65 0.999616 0.0313128
3.37287 10.7 0.999474 0.0314966
3.37287 10.75 0.999285 0.0325887
3.37287 10.8 0.999036 0.0328775
3.37287 10.85 0.998708 0.0328387
3.37287 10.9 0.998281 0.0328271
3.37287 10.95 0.997729 0.0335514
3.37287 11 0.997021 0.0343916
3.37287 11.05 0.99612 0.0350659
3.37287 11.1 0.994983 0.0364506
3.37287 11.15 0.993557 0.037965
3.37287 11.2 0.991785 0.0388472
3.37287 11.25 0.989597 0.0404387
3.37287 11.3 0.986918 0.0416088
3.37287 11.35 0.983662 0.0427018
3.37287 11.4 0.979735 0.0438095
3.37287 11.45 0.975036 0.0457618
3.37287 11.5 0.969456 0.0477339
3.37287 11.55 0.962881 0.0490685
3.37287 11.6 0.955191 0.0500117
3.37287 11.65 0.946267 0.0526041
3.37287 11.7 0.935991 0.0545613
3.37287 11.75 0.924249 0.056128
3.37287 11.8 0.910932 0.0579322
3.37287 11.85 0.895948 0.0589165
3.37287 11.9 0.879215 0.059997
3.37287 11.95 0.860673 0.0594008
3.37287 12 0.840283 0.0588669
3.37287 12.05 0.818034 0.0591098
3.37287 12.1 0.793942 0.0590218
3.37287 12.15 0.768053 0.0597095
3.37287 12.2 0.740448 0.0597139
3.37287 12.25 0.711237 0.0589409
3.37287 12.3 0.680565 0.0605868
3.37287 12.35 0.648604 0.0599307
3.37287 12.4 0.615556 0.0602312
3.37287 12.45 0.581646 0.0616616
3.37287 12.5 0.547118 0.065365
3.37287 12.55 0.512229 0.0688804
3.37287 12.6 0.477247 0.0734356
3.37287 12.65 0.442439 0.0771773
3.37287 12.7 0.40807 0.0807871
3.37287 12.75 0.374394 0.0850989
3.37287 12.8 0.341651 0.0869421
3.37287 12.85 0.310058 0.0908221
3.37287 12.9 0.279809 0.0923817
3.37287 12.95 0.251068 0.0934547
3.37287 13 0.223969 0.0934963
3.37287 13.05 0.198614 0.0927727
3.37287 13.1 0.175073 0.0911395
3.37287 13.15 0.153383 0.0882306
3.37287 13.2 0.133553 0.0850996
3.37287 13.25 0.11556 0.0811833
3.37287 13.3 0.0993609 0.0769582
3.37287 13.35 0.0848877 0.0716096
3.37287 13.4 0.0720558 0.0663012
3.37287 13.45 0.0607662 0.0617235
3.37287 13.5 0.0509096 0.0569183
3.37287 13.55 0.04237 0.0520377
3.37287 13.6 0.0350282 0.0469886
3.37287 13.65 0.0287645 0.0422447
3.37287 13.7 0.0234615 0.0378418
3.37287 13.75 0.0190063 0.0332098
3.37287 13.8 0.0152921 0.0293798
3.37287 13.85 0.0122192 0.0256953
3.37287 13.9 0.00969648 0.0224285
3.37287 13.95 0.00764126 0.0194828
3.37287 14 0.00597974 0.0168471
3.37287 14.05 0.00464678 0.0145358
3.37287 14.1 0.00358562 0.0125409
3.37287 14.15 0.0027473 0.0105935
3.40408 10 0.999995 0.0308054
3.40408 10.05 0.999993 0.0308054
3.40408 10.1 0.99999 0.0308334
3.40408 10.15 0.999985 0.0308733
3.40408 10.2 0.999979 0.030923
3.40408 10.25 0.999969 0.0309845
3.40408 10.3 0.999956 0.0310452
3.40408 10.35 0.999937 0.0310443
3.40408 10.4 0.999911 0.0310572
3.40408 10.45 0.999875 0.0313622
3.40408 10.5 0.999826 0.031564
3.40408 10.55 0.999759 0.0315589
3.40408 10.6 0.999668 0.0315513
3.40408 10.65 0.999547 0.0316688
3.40408 10.7 0.999386 0.0320383
3.40408 10.75 0.999174 0.0328162
3.40408 10.8 0.998895 0.0327862
3.40408 10.85 0.998533 0.0327417
3.40408 10.9 0.998064 0.0333537
3.40408 10.95 0.997464 0.0340709
3.40408 11 0.996701 0.0347496
3.40408 11.05 0.995737 0.0352121
3.40408 11.1 0.994528 0.0366783
3.40408 11.15 0.993024 0.0379695
3.40408 11.2 0.991166 0.0397525
3.40408 11.25 0.988888 0.0410778
3.40408 11.3 0.986115 0.042024
3.40408 11.35 0.982765 0.0436418
3.40408 11.4 0.978747 0.0443938
3.40408 11.45 0.973965 0.0459925
3.40408 11.5 0.968313 0.0483568
3.40408 11.55 0.961683 0.0497068
3.40408 11.6 0.953964 0.0511628
3.40408 11.65 0.945043 0.0531166
3.40408 11.7 0.934807 0.0550834
3.40408 11.75 0.923151 0.0563529
3.40408 11.8 0.909974 0.0580907
3.40408 11.85 0.895189 0.0594082
3.40408 11.9 0.87872 0.0599339
3.40408 11.95 0.860511 0.0600079
3.40408 12 0.840526 0.0596181
3.40408 12.05 0.818755 0.0597982
3.40408 12.1 0.795211 0.0593516
3.40408 12.15 0.769939 0.0598746
3.40408 12.2 0.74301 0.0602584
3.40408 12.25 0.714527 0.0605149
3.40408 12.3 0.684623 0.0607742
3.40408 12.35 0.653458 0.0602192
3.40408 12.4 0.621217 0.0616027
3.40408 12.45 0.58811 0.0617046
3.40408 12.5 0.554363 0.0651542
3.40408 12.55 0.520218 0.0686182
3.40408 12.6 0.485923 0.0734062
3.40408 12.65 0.451732 0.0768452
3.40408 12.7 0.417896 0.0805176
3.40408 12.75 0.384657 0.0837237
3.40408 12.8 0.352245 0.0870208
3.40408 12.85 0.320873 0.0898152
3.40408 12.9 0.290731 0.0923028
3.40408 12.95 0.261983 0.093152
3.40408 13 0.234767 0.0934958
3.40408 13.05 0.209191 0.0939261
3.40408 13.1 0.185334 0.0920382
3.40408 13.15 0.163243 0.0894583
3.40408 13.2 0.142938 0.086118
3.40408 13.25 0.124413 0.0832887
3.40408 13.3 0.107636 0.079382
3.40408 13.35 0.0925541 0.0745739
3.40408 13.4 0.0790954 0.068971
3.40408 13.45 0.0671737 0.0645456
3.40408 13.5 0.0566915 0.0599279
3.40408 13.55 0.0475426 0.0551352
3.40408 13.6 0.0396164 0.0503667
3.40408 13.65 0.0327999 0.045724
3.40408 13.7 0.026981 0.0406757
3.40408 13.75 0.0220502 0.0359126
3.40408 13.8 0.0179028 0.0320174
3.40408 13.85 0.01444 0.0283511
3.40408 13.9 0.01157 0.0248817
3.40408 13.95 0.00920897 0.0217947
3.40408 14 0.00728085 0.018919
3.40408 14.05 0.00571788 0.0165968
3.40408 14.1 0.00446025 0.0143965
3.43558 10 0.999994 0.0307478
3.43558 10.05 0.999991 0.0307741
3.43558 10.1 0.999987 0.0308119
3.43558 10.15 0.999981 0.0308587
3.43558 10.2 0.999972 0.0309166
3.43558 10.25 0.999961 0.0309877
3.43558 10.3 0.999944 0.0310747
