#Peak halo mass range: 13.875 < log10(Mh/Msun) < 14.125
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Halos_Remaining Bestfit_Q_Halos_Remaining
0.658060 0.921053 0.0164474 0.148325 0.979938 0.00617284 0.0120329 38 648
0.652998 0.921053 0.0233918 0.143275 0.979938 0.00617284 0.0132716 38 648
0.647935 0.921053 0.0177229 0.143275 0.979938 0.00927591 0.00863916 38 648
0.642873 0.894737 0.0427632 0.125506 0.981481 0.00732446 0.00995123 38 648
0.637810 0.894737 0.0370814 0.125506 0.976852 0.0118911 0.00418305 38 648
0.632748 0.921053 0.00418103 0.148325 0.972222 0.0132617 0.00418568 38 648
0.627685 0.921053 0.0130133 0.150219 0.973765 0.0153481 0.00486201 38 648
0.622623 0.921053 0.0174089 0.121053 0.979938 0.00939101 0.00983363 38 648
0.617560 0.947368 -0.00986844 0.134868 0.978395 0.00854528 0.00566775 38 648
0.612498 0.921053 0.0164474 0.121053 0.983025 0.00722867 0.00862473 38 648
0.607435 0.894737 0.0370814 0.125506 0.983025 0.0058288 0.00701272 38 648
0.602373 0.894737 0.0370814 0.123904 0.981481 0.00624859 0.00731736 38 648
0.597310 0.868421 0.0623481 0.0906433 0.981481 0.00726146 0.00767565 38 648
0.592248 0.894737 0.0437247 0.12201 0.981481 0.00574476 0.00704539 38 648
0.587185 0.921053 0.0224957 0.121053 0.976852 0.00824499 0.00518519 38 648
0.582123 0.921053 0.0201238 0.143275 0.978395 0.00583208 0.0163313 38 648
0.577060 0.921053 0.0201238 0.135338 0.979938 0.0058015 0.0135774 38 648
0.571997 0.894737 0.0417711 0.12201 0.973765 0.00829005 0.00876546 38 648
0.566935 0.921053 0.0227676 0.148325 0.969136 0.0131793 0.00308645 38 648
0.561872 0.921053 0.029767 0.143275 0.975309 0.00810009 0.00250864 38 648
0.556810 0.894737 0.0526316 0.130031 0.975309 0.0109718 0.00103211 38 648
0.551747 0.894737 0.0544157 0.116959 0.975309 0.00972128 0.000988424 38 648
0.546685 0.894737 0.0486594 0.116959 0.978395 0.00614899 0.00706285 38 648
0.541622 0.894737 0.0464396 0.123904 0.975309 0.00768977 0.00561166 38 648
0.536560 0.894737 0.0365131 0.116959 0.970679 0.0105122 0.00559962 38 648
0.531497 0.921053 0.0144312 0.143275 0.970679 0.0103936 0.00559962 38 648
0.526435 0.921053 0.0151176 0.143275 0.970679 0.011084 0.00411361 38 648
0.521372 0.894737 0.0394737 0.125506 0.967593 0.00901562 0.00213492 38 648
0.516310 0.894737 0.035899 0.125506 0.967593 0.011605 0.0034135 38 648
0.511247 0.921053 0.0177229 0.165497 0.969136 0.00999981 0.00522608 38 648
0.506185 0.921053 0.0220368 0.171053 0.969136 0.00922585 0.00246918 38 648
0.501122 0.921053 0.0313283 0.156347 0.972222 0.00923067 0.00236404 38 648
0.496060 0.947368 0.00915331 0.169591 0.978395 0.00205606 0.00709593 38 648
0.490997 0.947368 -0.00142252 0.187368 0.972222 0.0064255 0.00322998 38 648
0.485935 0.947368 0.00161117 0.176535 0.975309 0.00367558 0.00637376 38 648
0.480872 0.921053 0.0313283 0.157416 0.973765 0.00326639 0.00888556 38 648
0.475810 0.921053 0.0272232 0.143275 0.969136 0.00847614 0.00491399 38 648
0.470747 0.921053 0.025376 0.171053 0.962963 0.00846559 0.00462967 38 648
0.465685 0.947368 0.00134951 0.197368 0.966049 0.00669336 0.00634789 38 648
0.460622 0.947368 0.00915331 0.197368 0.967593 0.00566941 0.00663161 38 648
0.455560 0.947368 0.00501251 0.187368 0.966049 0.00781822 0.00635946 38 648
0.450497 0.947368 0.00385106 0.187368 0.967593 0.00370651 0.0136975 38 648
0.445435 0.921053 0.0139067 0.171053 0.96142 0.0065192 0.0087384 38 648
0.440372 0.947368 -0.0085929 0.187368 0.967593 0.00546128 0.0149112 38 648
0.435310 0.947368 -0.018797 0.233083 0.96142 0.00737667 0.015312 38 648
0.430247 0.947368 -0.00877196 0.197368 0.959877 0.0100483 0.00778997 38 648
0.425185 0.947368 -0.0125858 0.214035 0.96142 0.0139648 0.0116552 38 648
0.420122 0.947368 -0.00361842 0.227368 0.966049 0.00967878 0.0197006 38 648
0.415060 0.947368 -0.00292403 0.227368 0.964506 0.0113611 0.0237767 38 648
0.409997 0.921053 -0.00230265 0.206767 0.955247 0.0136565 0.0208207 38 648
0.404935 0.921053 0.000295699 0.206767 0.950617 0.0162817 0.0231482 38 648
0.399872 0.947368 -0.0257998 0.247368 0.942901 0.0144366 0.0230976 38 648
0.394810 0.947368 -0.0307018 0.25382 0.936728 0.0189786 0.0239465 38 648
0.389747 0.947368 -0.0286692 0.241486 0.935185 0.022034 0.0268382 38 648
0.384685 0.921053 -0.00855261 0.230144 0.935185 0.0151353 0.0307846 38 648
0.379622 0.921053 -0.00855261 0.254386 0.927469 0.0255612 0.0354503 38 648
0.374560 0.947368 -0.0396761 0.255061 0.915123 0.0331832 0.0444468 38 648
0.369497 0.921053 -0.0245009 0.254386 0.902778 0.0391577 0.0443575 38 648
0.364435 0.894737 -0.00764006 0.22807 0.895062 0.0400032 0.0481078 38 648
0.359372 0.921053 -0.0396967 0.271568 0.876543 0.0492632 0.0524002 38 648
0.354310 0.815789 0.0309848 0.204678 0.861111 0.0552711 0.05968 38 648
0.349247 0.815789 -0.00864661 0.208647 0.844136 0.0574771 0.0651885 38 648
0.344185 0.763158 0.0334523 0.166384 0.822531 0.0614282 0.0645884 38 648
0.339122 0.789474 -0.00375944 0.198565 0.808642 0.060531 0.076418 38 648
0.334060 0.763158 0.0225564 0.163158 0.779321 0.0705084 0.0794896 38 648
0.328997 0.789474 -0.0167465 0.218045 0.733025 0.0877753 0.0698668 38 648
0.323935 0.815789 -0.0557895 0.260234 0.712963 0.0873644 0.069213 38 648
0.318873 0.789474 -0.0479007 0.289474 0.688272 0.0905746 0.0836204 38 648
0.313810 0.684211 0.00365072 0.235935 0.643519 0.10011 0.0686682 38 648
0.308748 0.684211 -0.0279605 0.284211 0.618827 0.0999698 0.0770895 38 648
0.303685 0.578947 0.0639098 0.245614 0.587963 0.100025 0.0707781 38 648
0.298623 0.578947 0.0119617 0.273392 0.53858 0.11011 0.0527646 38 648
0.293560 0.473684 0.0522417 0.195906 0.512346 0.108449 0.0587529 38 648
0.288498 0.394737 0.105263 0.144737 0.472222 0.105351 0.0521899 38 648
0.283435 0.421053 0.0695134 0.164642 0.452161 0.0962266 0.048375 38 648
0.278373 0.473684 0.00548244 0.205392 0.415123 0.0892702 0.0475012 38 648
0.273310 0.368421 0.0653139 0.137652 0.398148 0.0811145 0.0596866 38 648
0.268248 0.342105 0.0544465 0.142105 0.364198 0.084749 0.0474773 38 648
0.263185 0.315789 0.0611336 0.161943 0.33642 0.0878704 0.0449399 38 648
0.258123 0.236842 0.0823068 0.103509 0.322531 0.0804994 0.0523887 38 648
0.253060 0.289474 0.0438597 0.164474 0.296296 0.0889001 0.0542388 38 648
0.247998 0.263158 0.0453527 0.138158 0.274691 0.0791548 0.0479029 38 648
0.242935 0.289474 0.0220017 0.191259 0.259259 0.0752117 0.0554188 38 648
0.237873 0.263158 0.0225564 0.161463 0.239198 0.086816 0.0448847 38 648
0.232810 0.289474 0.0160819 0.194236 0.216049 0.0871874 0.0488519 38 648
0.227748 0.236842 0.0440568 0.153509 0.192901 0.0892304 0.0448121 38 648
0.222685 0.184211 0.0935673 0.138756 0.183642 0.0931437 0.0451069 38 648
0.217623 0.236842 0.00614855 0.191388 0.174383 0.0832173 0.0417774 38 648
0.212560 0.184211 0.0271716 0.163377 0.158951 0.0848715 0.0492732 38 648
0.207498 0.157895 0.0643275 0.157895 0.135802 0.0961484 0.0391841 38 648
0.202435 0.184211 0.0102339 0.167261 0.143519 0.086889 0.0498789 38 648
0.197373 0.157895 0.00877194 0.109508 0.123457 0.101205 0.0378712 38 648
0.192310 0.105263 0.0630537 0.105263 0.117284 0.0905525 0.0432099 38 648
0.187248 0.105263 0.0515996 0.105263 0.111111 0.0906746 0.0425135 38 648
0.182185 0.105263 0.0475146 0.105263 0.0925926 0.0930974 0.0325325 38 648
0.177123 0.105263 0.049376 0.105263 0.0848765 0.086552 0.0336398 38 648
0.172060 0.105263 0.0580021 0.105263 0.0771605 0.0870461 0.0384508 38 648
0.166998 0.0526316 0.147368 0.0526316 0.0555556 0.110364 0.0296488 38 648
0.161935 0 0.166667 0 0.0679012 0.0945988 0.0406698 38 648
0.156873 0.0526316 0.0643897 0.0526316 0.0709877 0.0925558 0.0425019 38 648
0.151810 0.0263158 0.111615 0.0263158 0.0632716 0.0877858 0.0358326 38 648
0.146748 0.0263158 0.146098 0.0263158 0.0540123 0.0970451 0.0298188 38 648
0.141685 0 0.142857 0 0.0493827 0.0896307 0.035767 38 648
0.136623 0 0.0952381 0 0.0555556 0.0849025 0.0447697 38 648
0.133248 0 0.107143 0 0.0432099 0.0978615 0.0282174 38 648
0.129873 0 0.103448 0 0.0447531 0.0796709 0.032558 38 648
0.126498 0 0.0786517 0 0.0447531 0.0765044 0.0339673 38 648
0.123123 0 0.0714286 0 0.0354938 0.07901 0.0273505 38 648
0.119748 0 0.1 0 0.0339506 0.0675984 0.0259506 38 648
0.116373 0 0.0892857 0 0.029321 0.0829704 0.023324 38 648
0.112998 0 0.117647 0 0.029321 0.0723233 0.026121 38 648
0.109623 0 0.0851064 0 0.0246914 0.0843376 0.0201528 38 648
0.106248 0 0.0909091 0 0.0277778 0.0804139 0.0203262 38 648
0.102873 0 0.101124 0 0.029321 0.0870725 0.0218694 38 648
0.099498 0 0.0857143 0 0.029321 0.079742 0.0260637 38 648
0.096123 0 0.0674157 0 0.0185185 0.0700424 0.0154463 38 648
0.092748 0.0263158 0.0355399 0.0263158 0.0138889 0.0647996 0.00938438 38 648
0.089373 0.0263158 0.0272556 0.0263158 0.00925926 0.0505315 0.00767698 38 648
0.085998 0.0263158 0.0136842 0.0263158 0.0154321 0.0380438 0.0154321 38 648
0.082623 0.0263158 0.0451128 0.0263158 0.00925926 0.0513468 0.00776895 38 648
0.080373 0 0.00854701 0 0.00462963 0.0339733 0.00462963 38 648
0.078123 0 0.015873 0 0.00771605 0.0308869 0.00771605 38 648
0.075873 0 0.00806452 0 0.00617284 0.0247215 0.00617284 38 648
0.073623 0 0 0 0.00154321 0.0237275 0.00154321 38 648
0.071373 0 0 0 0.00154321 0.0237275 0.00154321 38 648
0.069123 0 0 0 0.00154321 0.0108216 0.00154321 38 648
0.066873 0 0 0 0.00154321 0.00736945 0.00154321 38 648
0.064623 0 0 0 0.00154321 0.0039715 0.00154321 38 648
0.062373 0 0 0 0.00154321 0.00482622 0.00154321 38 648
0.060123 0 0 0 0 0.00164745 0 38 648
0.055623 0 0 0 0 0 0 38 648
