#Peak halo mass range: 12.625 < log10(Mh/Msun) < 12.875
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Halos_Remaining Bestfit_Q_Halos_Remaining
0.268248 0.0675151 0.0683768 0.0253774 0.069114 0.0540252 0.0270483 4636 9752
0.263185 0.0634167 0.0761782 0.0248761 0.0663454 0.057381 0.0253188 4636 9752
0.258123 0.0612597 0.0767626 0.0258823 0.0649098 0.0603184 0.0258064 4636 9752
0.253060 0.0550043 0.0802756 0.0243804 0.0602953 0.0607139 0.0261065 4636 9752
0.247998 0.05522 0.0810187 0.0269894 0.0533224 0.069842 0.0235815 4636 9752
0.242935 0.0511217 0.0774471 0.023868 0.0539377 0.0663922 0.0250033 4636 9752
0.237873 0.0502588 0.076041 0.0258686 0.0510664 0.0691249 0.0244509 4636 9752
0.232810 0.0478861 0.0803045 0.0246573 0.0513741 0.0689559 0.0260138 4636 9752
0.227748 0.0446506 0.0771116 0.0243254 0.0495283 0.0652703 0.0276129 4636 9752
0.222685 0.0437877 0.0785416 0.0238988 0.0470673 0.0680225 0.0263809 4636 9752
0.217623 0.0396894 0.0765897 0.0236734 0.0448113 0.0680663 0.026325 4636 9752
0.212560 0.0399051 0.0745558 0.0257978 0.0401969 0.0696066 0.0226297 4636 9752
0.207498 0.0349439 0.0785765 0.0231493 0.0390689 0.0700328 0.0238509 4636 9752
0.202435 0.0314927 0.0800596 0.0215054 0.0378384 0.071612 0.0241524 4636 9752
0.197373 0.0310613 0.077844 0.0214068 0.0355824 0.0736927 0.023589 4636 9752
0.192310 0.0289042 0.0762472 0.0208962 0.0335316 0.0736979 0.0233553 4636 9752
0.187248 0.0286885 0.077315 0.0199004 0.0337367 0.0747358 0.0243403 4636 9752
0.182185 0.0301984 0.0765977 0.0225258 0.032096 0.0728506 0.0237369 4636 9752
0.177123 0.02761 0.0860844 0.0213988 0.0312756 0.0765034 0.0235526 4636 9752
0.172060 0.0267472 0.0854977 0.0218148 0.0311731 0.0788511 0.0232944 4636 9752
0.166998 0.0224331 0.090123 0.0177618 0.0308655 0.0786337 0.0241235 4636 9752
0.161935 0.0239431 0.0826207 0.0185068 0.0291222 0.0807744 0.0227979 4636 9752
0.156873 0.0230802 0.0805277 0.0180762 0.0276866 0.0776772 0.0227923 4636 9752
0.151810 0.0198447 0.0791327 0.0151734 0.0243027 0.0775896 0.0194084 4636 9752
0.146748 0.0187662 0.075354 0.0157853 0.02379 0.0719743 0.0196119 4636 9752
0.141685 0.0198447 0.0802147 0.0173533 0.0251231 0.0718202 0.0215483 4636 9752
0.136623 0.015962 0.079144 0.0133415 0.0205086 0.0741853 0.0170784 4636 9752
0.133248 0.017472 0.079021 0.0151593 0.020201 0.0728092 0.0174682 4636 9752
0.129873 0.0157463 0.0762018 0.0137447 0.0158942 0.0707209 0.0135876 4636 9752
0.126498 0.0146678 0.0778624 0.013093 0.0155865 0.0716036 0.0135371 4636 9752
0.123123 0.013805 0.0700288 0.0121777 0.0144586 0.0699542 0.0123147 4636 9752
0.119748 0.0110009 0.0732076 0.0097999 0.0129204 0.0714507 0.0109011 4636 9752
0.116373 0.00949094 0.0722729 0.00882361 0.0129204 0.0701335 0.0113262 4636 9752
0.112998 0.0112166 0.0676278 0.0101541 0.0115874 0.0685057 0.0104817 4636 9752
0.109623 0.0120794 0.0619188 0.010555 0.0131255 0.0631861 0.011467 4636 9752
0.106248 0.00905953 0.0605607 0.00806589 0.0131255 0.0577821 0.0116454 4636 9752
0.102873 0.00884383 0.0527769 0.00807725 0.0102543 0.0555483 0.00866032 4636 9752
0.099498 0.00970664 0.0453259 0.00848614 0.00892125 0.0487591 0.00755835 4636 9752
0.096123 0.00517688 0.0377872 0.00484608 0.00635767 0.0444651 0.0057608 4636 9752
0.092748 0.00625539 0.0325334 0.00558806 0.00635767 0.0355558 0.00582171 4636 9752
0.089373 0.00366695 0.0248616 0.00321701 0.00440935 0.0272024 0.00398058 4636 9752
0.085998 0.00258844 0.0189331 0.00258844 0.00317884 0.0193724 0.00283727 4636 9752
0.082623 0.00280414 0.01593 0.0025941 0.00266612 0.0180628 0.00235231 4636 9752
0.080373 0.00172563 0.0128445 0.00172563 0.00184578 0.0122141 0.00152201 4636 9752
0.078123 0.00107852 0.00709063 0.000879748 0.000922888 0.00747783 0.000708869 4636 9752
0.075873 0.00150992 0.00464106 0.00131575 0.000717801 0.00620467 0.000618615 4636 9752
0.073623 0.00107852 0.00246579 0.00107852 0.000512715 0.00456869 0.000411203 4636 9752
0.071373 0.00064711 0.0015604 0.000448381 0.000205086 0.00314663 0.000205086 4636 9752
0.069123 0 0.00125648 0 0.000410172 0.00161627 0.00030557 4636 9752
0.066873 0 0.000766479 0 0.000102543 0.00108417 0.000102543 4636 9752
0.064623 0.000215703 2.71921e-05 0.000215703 0 0.000548847 0 4636 9752
0.062373 0 0 0 0 0.00010812 0 4636 9752
0.060123 0 0 0 0 0 0 4636 9752
0.055623 0 0 0 0 0 0 4636 9752
