#Peak halo mass range: 14.875 < log10(Mh/Msun) < 15.125
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Halos_Remaining Bestfit_Q_Halos_Remaining
0.617560 0 0 0 1 0 0 0 7
0.612498 0 0 0 1 0 0 0 7
0.607435 0 0 0 1 0 0 0 7
0.602373 0 0 0 1 0 0 0 7
0.597310 0 0 0 1 0 0 0 7
0.592248 0 0 0 1 0 0 0 7
0.587185 0 0 0 1 0 0 0 7
0.582123 0 0 0 1 0 0 0 7
0.577060 0 0 0 1 0 0 0 7
0.571997 0 0 0 1 0 0 0 7
0.566935 0 0 0 1 0 0 0 7
0.561872 0 0 0 1 0 0 0 7
0.556810 0 0 0 1 0 0 0 7
0.551747 0 0 0 1 0 0 0 7
0.546685 0 0 0 1 0 0 0 7
0.541622 0 0 0 1 0 0 0 7
0.536560 0 0 0 0.857143 0.142857 0 0 7
0.531497 0 0 0 0.857143 0.142857 0 0 7
0.526435 0 0 0 0.857143 0.142857 0 0 7
0.521372 0 0 0 1 0 0 0 7
0.516310 0 0 0 1 0 0 0 7
0.511247 0 0 0 1 0 0 0 7
0.506185 0 0 0 1 0 0 0 7
0.501122 0 0 0 1 0 0 0 7
0.496060 0 0 0 1 0 0 0 7
0.490997 0 0 0 0.857143 0.142857 0 0 7
0.485935 0 0 0 0.857143 0.142857 0 0 7
0.480872 0 0 0 0.857143 0.142857 0 0 7
0.475810 0 0 0 0.857143 0.142857 0 0 7
0.470747 0 0 0 0.857143 0.142857 0 0 7
0.465685 0 0 0 0.857143 0.142857 0.0238096 0 7
0.460622 0 0 0 0.857143 0 0.142857 0 7
0.455560 0 0 0 0.714286 0.142857 0 0 7
0.450497 0 0 0 0.714286 0.142857 0 0 7
0.445435 0 0 0 0.714286 0.142857 0 0 7
0.440372 0 0 0 0.857143 0 0 0 7
0.435310 0 0 0 0.857143 0 0 0 7
0.430247 0 0 0 0.857143 0.142857 0 0 7
0.425185 0 0 0 0.857143 0.142857 0 0 7
0.420122 0 0 0 1 0 0 0 7
0.415060 0 0 0 1 0 0.142857 0 7
0.409997 0 0 0 1 0 0 0 7
0.404935 0 0 0 1 0 0 0 7
0.399872 0 0 0 1 0 0 0 7
0.394810 0 0 0 1 0 0.142857 0 7
0.389747 0 0 0 0.857143 0.142857 0 0 7
0.384685 0 0 0 0.857143 0.142857 0 0 7
0.379622 0 0 0 0.857143 0.142857 0 0 7
0.374560 0 0 0 0.857143 0.142857 0 0 7
0.369497 0 0 0 0.857143 0.142857 0 0 7
0.364435 0 0 0 0.857143 0.142857 0 0 7
0.359372 0 0 0 0.857143 0.142857 0 0 7
0.354310 0 0 0 0.857143 0.142857 0 0 7
0.349247 0 0 0 0.857143 0.142857 0 0 7
0.344185 0 0 0 0.857143 0.142857 0 0 7
0.339122 0 0 0 1 0 0.142857 0 7
0.334060 0 0 0 1 0 0.142857 0 7
0.328997 0 0 0 1 0 0 0 7
0.323935 0 0 0 1 0 0 0 7
0.318873 0 0 0 1 0 0 0 7
0.313810 0 0 0 1 0 0 0 7
0.308748 0 0 0 1 0 0.142857 0 7
0.303685 0 0 0 0.857143 0 0.0238096 0 7
0.298623 0 0 0 0.857143 0.142857 0.142857 0 7
0.293560 0 0 0 0.857143 0 0.142857 0 7
0.288498 0 0 0 0.714286 0.142857 0 0 7
0.283435 0 0 0 0.714286 0.285714 0 0 7
0.278373 0 0 0 0.714286 0.285714 0 0 7
0.273310 0 0 0 0.714286 0 0.142857 0 7
0.268248 0 0 0 0.714286 0 0.142857 0 7
0.263185 0 0 0 0.571429 0.142857 0 0 7
0.258123 0 0 0 0.571429 0 0.0714286 0 7
0.253060 0 0 0 0.571429 0.142857 0 0 7
0.247998 0 0 0 0.571429 0 0 0 7
0.242935 0 0 0 0.428571 0.142857 0 0 7
0.237873 0 0 0 0.428571 0.142857 0 0 7
0.232810 0 0 0 0.428571 0.285714 0.0952381 0 7
0.227748 0 0 0 0.428571 0.142857 0.0952381 0 7
0.222685 0 0 0 0.428571 0.142857 0.142857 0 7
0.217623 0 0 0 0.285714 0.142857 0 0 7
0.212560 0 0 0 0.285714 0.142857 0 0 7
0.207498 0 0 0 0.285714 0.142857 0.119048 0 7
0.202435 0 0 0 0.142857 0.142857 0 0 7
0.197373 0 0 0 0.142857 0.142857 0 0 7
0.192310 0 0 0 0.142857 0 0.142857 0 7
0.187248 0 0 0 0.142857 0.142857 0.142857 0 7
0.182185 0 0 0 0.285714 0 0.285714 0 7
0.177123 0 0 0 0.285714 0 0.142857 0 7
0.172060 0 0 0 0.285714 0 0.142857 0 7
0.166998 0 0 0 0.142857 0.142857 0 0 7
0.161935 0 0 0 0.142857 0.0238095 0.142857 0 7
0.156873 0 0 0 0.142857 0.0238095 0.142857 0 7
0.151810 0 0 0 0 0.142857 0 0 7
0.146748 0 0 0 0 0 0 0 7
0.141685 0 0 0 0 0 0 0 7
0.136623 0 0 0 0 0 0 0 7
0.133248 0 0 0 0 0 0 0 7
0.129873 0 0 0 0 0 0 0 7
0.126498 0 0 0 0 0 0 0 7
0.123123 0 0 0 0 0 0 0 7
0.119748 0 0 0 0 0 0 0 7
0.116373 0 0 0 0 0 0 0 7
0.112998 0 0 0 0 0 0 0 7
0.109623 0 0 0 0 0 0 0 7
0.106248 0 0 0 0 0 0 0 7
0.102873 0 0 0 0 0.142857 0 0 7
0.099498 0 0 0 0 0.285714 0 0 7
0.096123 0 0 0 0 0.142857 0 0 7
0.092748 0 0 0 0 0.142857 0 0 7
0.089373 0 0 0 0 0.142857 0 0 7
0.085998 0 0 0 0 0.142857 0 0 7
0.082623 0 0 0 0 0 0 0 7
0.080373 0 0 0 0 0 0 0 7
0.078123 0 0 0 0 0 0 0 7
0.075873 0 0 0 0 0 0 0 7
0.073623 0 0 0 0 0 0 0 7
0.071373 0 0 0 0 0 0 0 7
0.069123 0 0 0 0 0 0 0 7
0.066873 0 0 0 0 0.142857 0 0 7
0.064623 0 0 0 0 0 0 0 7
0.062373 0 0 0 0 0 0 0 7
0.060123 0 0 0 0 0 0 0 7
0.055623 0 0 0 0 0 0 0 7
