#Observed stellar masses in Msun
#Average Infall SSFRs in yr^-1.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=1.002310.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_SSFRs(MW) Err+ Err- +1_sigma_Infall_SSFRs(MW) Err+ Err- -1_sigma_Infall_SSFRs(MW) Err+ Err- Median_Infall_SSFRs(GR) Err+ Err- +1_sigma_Infall_SSFRs(GR) Err+ Err- -1_sigma_Infall_SSFRs(GR) Err+ Err- Median_Infall_SSFRs(CL) Err+ Err- +1_sigma_Infall_SSFRs(CL) Err+ Err- -1_sigma_Infall_SSFRs(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
9.3 -9.53423 0.0355339 0.0268106 -9.22212 0.0363398 0.0364342 -9.85328 0.0699072 0.0799294 -9.41857 0.0266094 0.0246859 -9.12084 0.0373144 0.0334177 -9.74308 0.0456676 0.0485725 -9.38129 0.0286446 0.0260925 -9.08686 0.0370884 0.0327072 -9.70035 0.035943 0.0498419 9.2 9.4 107507 6848 6570 5636
9.5 -9.55647 0.0386066 0.0331812 -9.2242 0.0395069 0.0379848 -9.92774 0.0696163 0.0821238 -9.41915 0.0249472 0.0231028 -9.10462 0.0362797 0.0330229 -9.80806 0.0517054 0.0522213 -9.36839 0.0315113 0.0214119 -9.07319 0.0351772 0.0325518 -9.74622 0.0450392 0.0623074 9.4 9.6 90036 5412 5491 4985
9.7 -9.60672 0.0522738 0.0417967 -9.22795 0.0420828 0.0383816 -10.0235 0.0633125 0.0805855 -9.42592 0.0297461 0.0251083 -9.08749 0.0368299 0.033102 -9.91233 0.0513096 0.0598631 -9.35365 0.0275984 0.0240269 -9.05235 0.0374765 0.0283995 -9.80715 0.0430794 0.0573444 9.6 9.8 76169 3910 4835 4342
9.9 -9.67935 0.0591393 0.066968 -9.24138 0.0490723 0.0454483 -10.1499 0.0706663 0.0794344 -9.49186 0.034482 0.0404577 -9.10495 0.0349197 0.0304604 -10.1726 0.0882463 0.116666 -9.35513 0.0320148 0.0234613 -9.03621 0.0333595 0.0247202 -9.9854 0.0696068 0.0849257 9.8 10 64824 2658 4225 3742
10.1 -9.7307 0.0664768 0.0805483 -9.22207 0.0439529 0.052927 -10.2694 0.0761042 0.0882635 -9.65316 0.0581255 0.0512619 -9.14231 0.0382471 0.033927 -11.3301 0.204962 0.104791 -9.37772 0.0365 0.0302191 -9.00753 0.0341005 0.0244522 -10.4013 0.202982 0.725788 10 10.2 56544 1510 3871 3385
10.3 -9.81579 0.0812654 0.123099 -9.2205 0.0578995 0.0648212 -10.3778 0.0846281 0.0882339 -9.88072 0.0785007 0.0627775 -9.18488 0.034853 0.0369425 -11.611 0.0420494 0.0400734 -9.51667 0.0692606 0.0622225 -9.02628 0.0323362 0.0332947 -11.5757 0.0804157 0.0458059 10.2 10.4 49420 701 3498 3012
10.5 -9.78214 0.0883923 0.138691 -9.16808 0.0542936 0.0508327 -10.4995 0.104689 0.163941 -10.1824 0.0815697 0.0681267 -9.3605 0.0504351 0.0645351 -11.7597 0.0303516 0.0268478 -9.76833 0.0856056 0.0816669 -9.07069 0.0353851 0.0371313 -11.7092 0.0331345 0.0287867 10.4 10.6 42384 285 3124 2716
10.7 -9.84375 0.185417 0.197917 -9.00305 0.0874176 0.0797682 -11.3923 0.648319 0.244714 -10.4312 0.0804434 0.0535336 -9.59297 0.0881147 0.0772352 -11.7666 0.0475464 0.0509167 -10.2398 0.0920458 0.113798 -9.18878 0.0379829 0.046361 -11.8272 0.02104 0.0282879 10.6 10.8 34137 110 2492 2216
10.9 -9.5 0.2125 0.3375 -8.95072 0.0896635 0.118269 -11.631 0.15 0.120672 -10.6567 0.0833263 0.0471582 -9.84047 0.109675 0.114022 -11.7799 0.0579872 0.0408649 -10.8273 0.112987 0.209091 -9.406 0.0687618 0.114359 -11.8932 0.0270662 0.0331221 10.8 11 23443 30 1385 1550
11.1 -9.7 0.4 0.3 -9.23173 0.292068 0.2 -11.5183 1.43413 0.25 -10.8207 0.0664854 0.0932369 -10.1155 0.126087 0.113929 -11.7656 0.0850477 0.0728569 -11.3487 0.118327 0.0894737 -9.81993 0.134788 0.187097 -11.9471 0.0365686 0.0486374 11 11.2 13315 11 630 922
11.3 -14 2.175 0 -14 2.19207 0 -14 2.15793 0 -11.2083 0.164584 0.291666 -10.3822 0.183417 0.291824 -11.8822 0.10897 0.091713 -11.5188 0.0637503 0.0437498 -10.5467 0.202353 0.162297 -12.0451 0.0555735 0.0579329 11.2 11.4 5951 1 119 407
11.5 -14 0 0 -14 0 0 -14 0 0 -11.75 0.325 0.116667 -11.1738 0.270673 0.384134 -11.9183 0.129328 0.110577 -11.595 0.0700006 0.0549994 -10.936 0.114762 0.113402 -12.0484 0.0612288 0.0812025 11.4 11.6 2266 0 11 136
11.7 -14 0 0 -14 0 0 -14 0 0 -14 2.7 0 -14 2.73413 0 -14 2.46587 0 -11.6 0.175 0.224999 -10.8345 0.423437 0.334496 -12.1151 0.130168 0.117429 11.6 11.8 727 0 0 21
11.9 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 2.225 0 -14 2.33414 0 -14 2.10793 0 11.8 12 195 0 0 0
12.1 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12 12.2 34 0 0 0
12.3 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.2 12.4 3 0 0 0
12.5 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.4 12.6 1 0 0 0
12.7 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.6 12.8 0 0 0 0
12.9 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.8 13 0 0 0 0
13.1 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 13 13.2 0 0 0 0
