#Observed stellar masses in Msun
#Average Infall SSFRs in yr^-1.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.911185.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_SSFRs(MW) Err+ Err- +1_sigma_Infall_SSFRs(MW) Err+ Err- -1_sigma_Infall_SSFRs(MW) Err+ Err- Median_Infall_SSFRs(GR) Err+ Err- +1_sigma_Infall_SSFRs(GR) Err+ Err- -1_sigma_Infall_SSFRs(GR) Err+ Err- Median_Infall_SSFRs(CL) Err+ Err- +1_sigma_Infall_SSFRs(CL) Err+ Err- -1_sigma_Infall_SSFRs(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
9.3 -9.44042 0.0197916 0.0215101 -9.1497 0.0368805 0.0277758 -9.73216 0.0479012 0.0482635 -9.3712 0.0259333 0.020628 -9.06754 0.0362816 0.0306759 -9.663 0.0362263 0.0438271 -9.3542 0.0294895 0.0236416 -9.05377 0.0383587 0.0310078 -9.63748 0.034358 0.0522108 9.2 9.4 103118 7233 6507 5070
9.5 -9.45025 0.024415 0.0243587 -9.14026 0.0297127 0.0277872 -9.77365 0.0432501 0.054203 -9.37044 0.0281353 0.0185947 -9.05306 0.0352221 0.0281267 -9.70502 0.0351486 0.0558004 -9.33304 0.0295048 0.0215521 -9.03248 0.0304441 0.0296698 -9.65071 0.0329571 0.0549679 9.4 9.6 87763 5711 5762 4676
9.7 -9.46737 0.0296431 0.0327244 -9.13277 0.034338 0.0281334 -9.8453 0.0504484 0.0610361 -9.36503 0.0228758 0.0221519 -9.04206 0.0365238 0.0274611 -9.78777 0.0449915 0.0602522 -9.31627 0.030714 0.0211792 -9.00795 0.0356665 0.0237083 -9.72111 0.0401287 0.0599165 9.6 9.8 74958 4168 4973 4004
9.9 -9.49717 0.0414944 0.0431871 -9.12997 0.0315676 0.0336046 -9.93759 0.050375 0.0686073 -9.40631 0.030549 0.0285206 -9.05041 0.0358629 0.0235186 -9.96544 0.0709152 0.0971451 -9.31506 0.0291338 0.0248413 -8.99582 0.0320797 0.0236225 -9.86705 0.0615692 0.0828333 9.8 10 64321 2791 4476 3588
10.1 -9.52587 0.0495968 0.0556498 -9.10844 0.0401945 0.0316038 -10.0415 0.0597124 0.0682564 -9.49426 0.0425205 0.0405855 -9.0636 0.0349236 0.0276661 -11.0954 0.881867 0.234468 -9.33517 0.0324717 0.0304756 -8.97351 0.0289183 0.028223 -10.1741 0.137074 0.787032 10 10.2 57243 1658 4053 3350
10.3 -9.5875 0.0582314 0.073864 -9.0888 0.0396194 0.0419579 -10.1408 0.0577631 0.0713234 -9.69209 0.0600405 0.0614796 -9.11483 0.0277004 0.0337753 -11.6055 0.0612221 0.0442286 -9.45058 0.053359 0.0502615 -8.98653 0.0287609 0.0271101 -11.5593 0.0747976 0.0532084 10.2 10.4 50381 761 3865 2873
10.5 -9.55357 0.0610714 0.0776787 -9.0333 0.0299578 0.0380402 -10.2972 0.0914268 0.108296 -9.96914 0.0788183 0.0602703 -9.21571 0.0435514 0.038228 -11.7374 0.0272655 0.0256577 -9.65678 0.0658703 0.0932207 -9.02554 0.0305805 0.0321703 -11.7202 0.0319529 0.0239239 10.4 10.6 43680 288 3413 2662
10.7 -9.595 0.1075 0.105 -9.04215 0.0640831 0.0404835 -10.5915 0.118309 0.592067 -10.2247 0.0728674 0.065177 -9.3628 0.0607719 0.0938148 -11.7544 0.0400257 0.0369892 -10.1474 0.118246 0.0861807 -9.12055 0.0406361 0.0433168 -11.8396 0.0258951 0.0263605 10.6 10.8 34790 137 2655 2178
10.9 -9.675 0.1875 0.2 -9.06106 0.0834122 0.123797 -10.5929 0.202286 0.394832 -10.4862 0.0703907 0.0673018 -9.60136 0.0932903 0.128944 -11.7598 0.0618114 0.0477562 -10.7969 0.180208 0.234375 -9.31893 0.0685377 0.07724 -11.9164 0.0266781 0.0291195 10.8 11 23673 44 1569 1504
11.1 -9.7 0.25 0.400001 -9.07656 0.249639 0.178967 -11.0127 0.589664 0.909496 -10.6734 0.0859375 0.106563 -9.8388 0.136333 0.107363 -11.758 0.0801487 0.0711536 -11.4102 0.0670033 0.0666008 -9.74376 0.110791 0.197049 -11.9767 0.0364227 0.0490322 11 11.2 13031 14 676 911
11.3 -11.35 2.325 2.65 -11.1159 2.10793 2.88413 -12.0762 3.03413 1.9238 -10.9179 0.142858 0.250893 -10.1617 0.191709 0.180807 -11.7317 0.0819397 0.0799446 -11.5731 0.0505772 0.0456724 -10.4355 0.274885 0.218531 -12.091 0.0511456 0.0488634 11.2 11.4 5622 1 125 372
11.5 -14 0 0 -14 0 0 -14 0 0 -10.825 0.75 0.475 -9.92139 0.901563 0.557934 -11.7762 0.68173 0.215866 -11.65 0.0642853 0.0437508 -11.0584 0.142067 0.159755 -12.1096 0.076683 0.0653849 11.4 11.6 1920 0 11 114
11.7 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -11.675 0.125 0.125 -11.319 0.173799 0.102403 -12.0365 0.0872602 0.0991983 11.6 11.8 597 0 0 13
11.9 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -11.45 0.175 2.55 -11.4079 0.15 2.59207 -11.9762 0.634134 2.0238 11.8 12 124 0 0 0
12.1 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12 12.2 23 0 0 0
12.3 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.2 12.4 3 0 0 0
12.5 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.4 12.6 0 0 0 0
12.7 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.6 12.8 0 0 0 0
12.9 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.8 13 0 0 0 0
13.1 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 13 13.2 0 0 0 0
